#                <userDataType codeMap="center=0,north=1,north-east=2,south=3,south-east=4,? = 0 1 2 3 4 " codelength="-1" id="traitDataType.location" spec="beast.evolution.datatype.UserDataType" states="5"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="geoSiteModel.s:location" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:location" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:location" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:location" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="svs.s:location" rateIndicator="@rateIndicator.s:location" rates="@relativeGeoRates.s:location" spec="beast.evolution.substitutionmodel.SVSGeneralSubstitutionModel">
#                    <frequencies id="traitfreqs.s:location" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="5" id="traitfrequencies.s:location" name="frequencies" spec="beast.core.parameter.RealParameter">0.2</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@traitClockRate.c:location" id="StrictClockModel.c:location" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SubG1_BI_fin_v2_seqs	TreeHeight	rateIndicator.location.1	rateIndicator.location.2	rateIndicator.location.3	rateIndicator.location.4	rateIndicator.location.5	rateIndicator.location.6	rateIndicator.location.7	rateIndicator.location.8	rateIndicator.location.9	rateIndicator.location.10	relativeGeoRates.location.1	relativeGeoRates.location.2	relativeGeoRates.location.3	relativeGeoRates.location.4	relativeGeoRates.location.5	relativeGeoRates.location.6	relativeGeoRates.location.7	relativeGeoRates.location.8	relativeGeoRates.location.9	relativeGeoRates.location.10	traitClockRate.location	geoSubstModelLogger.location.relGeoRate_center_north	geoSubstModelLogger.location.relGeoRate_center_north-east	geoSubstModelLogger.location.relGeoRate_center_south	geoSubstModelLogger.location.relGeoRate_center_south-east	geoSubstModelLogger.location.relGeoRate_north_north-east	geoSubstModelLogger.location.relGeoRate_north_south	geoSubstModelLogger.location.relGeoRate_north_south-east	geoSubstModelLogger.location.relGeoRate_north-east_south	geoSubstModelLogger.location.relGeoRate_north-east_south-east	geoSubstModelLogger.location.relGeoRate_south_south-east	clockRate.SubG1_BI_fin_v2_seqs	rateAC.SubG1_BI_fin_v2_seqs	rateAG.SubG1_BI_fin_v2_seqs	rateAT.SubG1_BI_fin_v2_seqs	rateCG.SubG1_BI_fin_v2_seqs	rateGT.SubG1_BI_fin_v2_seqs	freqParameter.SubG1_BI_fin_v2_seqs.1	freqParameter.SubG1_BI_fin_v2_seqs.2	freqParameter.SubG1_BI_fin_v2_seqs.3	freqParameter.SubG1_BI_fin_v2_seqs.4	gammaShape.SubG1_BI_fin_v2_seqs	BICEPS	PopSizes.1	PopSizes.2	PopSizes.3	PopSizes.4	PopSizes.5	PopSizes.6	PopSizes.7	PopSizes.8	PopSizes.9	PopSizes.10	PopSizes.11	PopSizes.12	PopSizes.13	PopSizes.14	PopSizes.15	PopSizes.16	PopSizes.17	PopSizes.18	PopSizes.19	PopSizes.20	PopSizes.21	PopSizes.22	PopSizes.23	PopSizes.24	PopSizes.25	PopSizes.26	PopSizes.27	PopSizes.28	PopSizes.29	PopSizes.30	GroupSizes.1	GroupSizes.2	GroupSizes.3	GroupSizes.4	GroupSizes.5	GroupSizes.6	GroupSizes.7	GroupSizes.8	GroupSizes.9	GroupSizes.10	GroupSizes.11	GroupSizes.12	GroupSizes.13	GroupSizes.14	GroupSizes.15	GroupSizes.16	GroupSizes.17	GroupSizes.18	GroupSizes.19	GroupSizes.20	GroupSizes.21	GroupSizes.22	GroupSizes.23	GroupSizes.24	GroupSizes.25	GroupSizes.26	GroupSizes.27	GroupSizes.28	GroupSizes.29	GroupSizes.30	BICEPSPopSize	
94500000	-42768.95784453593	-42654.747205994194	-114.21063854173386	-42534.4091901264	0.5779475214970964	1	1	1	1	1	1	0	1	0	1	0.6650231626751435	3.5437379950781747	0.35143449911341706	0.7388515242082621	0.31095934728622315	0.4020294214995571	0.4778492405994532	1.643914261882235	2.7129646278881316	0.8730078627200983	3.703531199905937	0.6650231626751435	3.5437379950781747	0.35143449911341706	0.7388515242082621	0.31095934728622315	0.4020294214995571	0.0	1.643914261882235	0.0	0.8730078627200983	5.922242731532589E-4	0.07969672354089656	0.33670657559910755	0.02425603147526476	0.01273779467441386	0.1593447386114045	0.2980530908513115	0.18217537775064677	0.19376536348629558	0.32600616791174697	0.1302067429879841	-90.62437617764098	0.4232125216896291	1.71210088968502	2.5540241093315363	1.4739178497007774	3.4313310485766646	2.5735530566557663	8.995286022935998	8.062344040628673	21.59556663470898	7.393616532929592	1.271310428243703	1.3939738121895802	1.1303518736830436	1.0613714078451846	0.7506143135296635	1.7203825951978762	1.4196532061595868	0.4166531973988938	0.2642774012485746	0.13159744076957824	0.16695148194601578	0.12526156906437538	0.0901425579790237	0.08329408881425203	0.08244013252875157	0.08720370020827846	0.05691619537588061	0.15994454555069193	0.06768583084628148	0.052616290007385894	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.4395765895004677	
95400000	-42736.93415089559	-42649.665440518984	-87.26871037661077	-42535.679114512226	0.5822722358816208	1	1	1	0	0	0	0	1	1	0	0.3374176693535242	0.4031099843619794	0.21109145870201942	0.3651386358454021	2.9470377436118658	0.34399993641601395	2.1569127804571995	0.07494349702279249	0.40676801016027336	1.2859785135149011	2.1599016621460607	0.3374176693535242	0.4031099843619794	0.21109145870201942	0.0	0.0	0.0	0.0	0.07494349702279249	0.40676801016027336	0.0	7.135094990112464E-4	0.049978702683700055	0.2410169602467048	0.025505946072536315	0.03444030733744344	0.16386287416670692	0.29862916314767124	0.17758013445777626	0.19659627320403933	0.32719442919051406	0.08795974188809805	-70.44849129256369	0.7425629249307426	1.3484262753982477	5.2801679577788985	8.19992954684853	3.62743652167076	2.8637718480124152	1.8449425369686308	4.436895747684754	3.3071728729784593	1.7198967364182565	4.0718279532024555	0.5650824290545018	0.7114056406992689	2.007865367304861	0.46251484689188893	0.8344426157798341	0.42034037149601766	0.932881093343302	0.27039442153259685	0.16056003200624996	0.1705624869734825	0.12899129198114553	0.07719731767131609	0.043602034933085995	0.03559072582252279	0.029113394768756955	0.07552066601520102	0.13631839987348546	0.05128702808027897	0.03155020326709877	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.0904503872447926	
96300000	-42795.88406509184	-42648.19456703706	-147.689498054778	-42528.10706908362	0.6180494014159948	1	1	1	1	1	1	0	1	1	0	1.248609279884814	1.34899577134653	0.5180379997249466	0.9649410754646182	1.216890094377024	1.6985567776213413	0.1949680183132185	0.5539161367671974	0.6268399432542173	0.6526588280555079	1.8923734171576516	1.248609279884814	1.34899577134653	0.5180379997249466	0.9649410754646182	1.216890094377024	1.6985567776213413	0.0	0.5539161367671974	0.6268399432542173	0.0	5.532550141398635E-4	0.03378696052026636	0.4123016313149218	0.036735274897700496	0.059519463802961095	0.18513258712187808	0.29523990856828997	0.18362368197104748	0.19705131206608945	0.32408509739457414	0.020453594804853776	-124.50118783604107	0.643309758689592	1.2387194515958453	9.295441447730749	5.917235566862876	2.7098248034470913	2.521846281118034	1.3693419059647023	5.559004751577285	3.6892418033929975	2.3554326543426733	1.438777088654591	0.815161273046765	1.5804448194598077	1.4624246831796655	1.2301103609564117	1.3538182620980104	1.7898725815912089	1.2707231250303754	1.209266861382076	0.5704357374494459	0.5611117601274689	0.35757495515865145	0.17345179526130064	0.2938436345158117	0.1879710226619286	0.19510108415647628	0.5113630169346325	0.2297086555739594	0.06476860327468688	0.07275731379705075	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.5861000416742144	
97200000	-42742.61295563334	-42635.754846324395	-106.85810930894215	-42532.49967821255	0.6341299603996814	1	1	1	1	0	0	0	0	1	0	1.3970787126085888	2.4538221908627755	0.9527114045714861	1.17965568553705	2.834314198465911	0.36350926497985825	0.13110322192333745	1.0263094977638498	0.7042258410650829	0.9410925753589547	1.499136516112441	1.3970787126085888	2.4538221908627755	0.9527114045714861	1.17965568553705	0.0	0.0	0.0	0.0	0.7042258410650829	0.0	6.173116007223945E-4	0.036093708002599256	0.3105776493200002	0.03161921715735376	0.03427461813495971	0.2233378375710307	0.2963067826081884	0.18277069634394205	0.19837543463609636	0.32254708641177426	0.08318338562655817	-86.96673105422124	1.1126730534712581	2.036468041686513	1.8876273773727037	7.209790309976213	4.147800903244552	7.666470031157828	3.7679580314205965	4.454751309485203	4.307277257956687	2.0480543690127293	1.6716403955032373	0.8242370254748664	0.608738823899199	0.7169469970974728	0.46131804926344416	0.5230845370120518	0.26079836564895004	0.17621025002711965	0.30201445404244465	0.18049752824467277	0.10571898556736468	0.08575989224687353	0.18144565257062648	0.14599467740830122	0.15292704791114003	0.18234305423511885	0.07775908573548208	0.07816444924140904	0.05624277707336023	0.046582852632733006	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.7996343014721738	
98100000	-42723.61543601151	-42632.70003616081	-90.9153998507059	-42524.3002967807	0.5871418109641653	1	1	1	1	1	1	0	0	1	0	0.6877055243167411	1.0667357927596748	0.8584381324353153	0.15427682350095953	0.49238641151132007	0.26823107427658666	3.1613071565426822	2.446977299928256	0.22046342978781386	0.6922741172518877	1.6693537780707284	0.6877055243167411	1.0667357927596748	0.8584381324353153	0.15427682350095953	0.49238641151132007	0.26823107427658666	0.0	0.0	0.22046342978781386	0.0	6.4659285495488E-4	0.05421092397101536	0.2656769442018875	0.03503263205888609	0.07043021745883182	0.16877200958473956	0.2986332253512517	0.18115701624832148	0.19425989061682966	0.32594986778359814	0.08746888563757935	-70.13664949177459	0.37040112997893476	4.424723972161986	2.071586891089711	7.655319975666923	4.011513759412073	3.50805896388926	5.401441894837966	4.48089630774543	1.9498266314155581	3.2509246391295528	1.8627662090947223	0.9993087606938238	0.8489434981039369	0.3621558564910989	0.518630655451231	0.4453315689677208	0.3185884118234442	0.5646978045565941	0.7545527697080479	0.09980438905036403	0.15816897646383266	0.1536221155567227	0.13452595170955198	0.1378006678615908	0.06884401201522934	0.04915544308011184	0.05026609427774674	0.03444139298845239	0.09897031761632559	0.03656231581302611	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.4514309250093989	
99000000	-42770.430372325565	-42633.73429405042	-136.6960782751477	-42520.971556018194	0.6076093604939388	1	1	1	1	1	0	0	0	0	0	2.03582900146558	3.365563792642338	1.8864676245868313	1.8449242565598705	0.363621527790875	0.3102390785656358	0.46801678450628836	0.9206223645352507	1.6987458621202989	1.1453567942493965	1.4689626184166704	2.03582900146558	3.365563792642338	1.8864676245868313	1.8449242565598705	0.363621527790875	0.0	0.0	0.0	0.0	0.0	5.421476188367968E-4	0.04520289792152415	0.20145466797015527	0.02116956683656351	0.01990327755548183	0.18270479554464386	0.30062951118964415	0.18339737139775583	0.1928090677330097	0.3231640496795914	0.032211667406219426	-115.97387908972127	0.7950378998048984	0.6902719026414739	2.117547349596124	5.577519630301162	2.7239592377043675	2.2863315772114103	4.403167572059815	8.756655934427602	6.45796843492693	2.197136695261018	1.4680289869181458	0.6362360206589464	0.8987434270809773	0.32196565025539875	0.4136625285867186	2.6769249471468193	0.5357587226650059	0.6327023353778883	0.40548981346707086	0.1445966197710747	0.371091514047796	0.40799829436283996	0.1576435462477551	0.19387969958991044	0.2925742924332069	0.5892794775540273	0.2680958843479166	0.1269097342973662	0.26970553322594	0.054004254016057324	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.890619848093293	
99900000	-42751.881608628704	-42628.94693474269	-122.93467388601431	-42528.62060099096	0.6606712759465311	1	1	1	1	0	0	0	0	0	1	1.0761703178137125	1.3602264329484908	0.6615009007655952	0.47188676612223834	0.19941214567839957	0.09970241199332497	2.6566127091907767	0.10994635402969649	1.534097987076585	0.5444155730969277	2.0434328319720048	1.0761703178137125	1.3602264329484908	0.6615009007655952	0.47188676612223834	0.0	0.0	0.0	0.0	0.0	0.5444155730969277	6.334656166358349E-4	0.04165172764499341	0.3163857709305976	0.052440714299311575	0.03405503939881106	0.20670652496911332	0.2972278984386855	0.1843244181439809	0.19668544113030964	0.3217622422870251	0.06902850348486114	-103.64273494672392	1.5361749809739655	5.882959973862477	4.493763380744467	4.166333458360096	6.599751993714191	1.4590377102419563	5.404744436451182	1.0533768623782727	4.969631159672138	3.1547411349156036	3.2228553691795176	1.42927572818819	1.7275460766881923	0.4653026531933654	0.48029543389673635	0.43822179303536024	0.15770371858816506	0.13275330073815658	0.35010249938998467	0.17853804738014925	0.36607429011557735	0.1364726423321012	0.18557992529553666	0.07738225035781922	0.3992652007013869	0.10468785709465656	0.17528878540513385	0.18159945368940822	0.18057877460283636	0.04509012362879218	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2.2142157708234693	
100800000	-42767.30735117385	-42647.61372935005	-119.69362182379857	-42521.94834917993	0.6163537986637057	1	1	1	1	0	0	0	0	1	0	1.3996276469828928	1.6520763781423515	1.3590232717534032	0.5118944267793638	0.03637751577013866	0.04111257095969323	0.6155797877376548	3.714662041968201	0.16213862983941318	0.3644579496985479	3.033704516497773	1.3996276469828928	1.6520763781423515	1.3590232717534032	0.5118944267793638	0.0	0.0	0.0	0.0	0.16213862983941318	0.0	6.240595714275797E-4	0.09010321784831542	0.2998537293938537	0.08447274079555608	0.10475568308098618	0.20194815867139077	0.299406458735068	0.17925860072255037	0.1998822499462425	0.3214526905961404	0.08286566723216467	-97.91832505026336	0.6099329878227286	1.306530317685161	1.8252225776308215	3.259445035270411	3.9996989229924016	2.285483871910453	2.243817197252304	3.48168026122806	2.8466081992157197	1.5263921464679124	2.950688458528744	1.0957518859526691	1.0663453742480484	0.4482163612555755	0.6759514776143883	0.2626373071836908	2.6122100339170276	0.7918251074772804	0.7374457915422892	0.37281616151421537	0.19904182259321346	0.17593553168498827	0.1783517280117796	0.1232440651204722	0.052355028326069725	0.045628877651395505	0.04679284222939812	0.19241687749050532	0.10326942839234379	0.07686975583580705	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.1679698242517704	
101700000	-42740.691101957025	-42651.983252701604	-88.7078492554237	-42536.43579869141	0.5966998802759909	1	1	1	0	0	0	0	0	1	1	0.4330125232576463	0.790487503799605	0.44623448760547063	1.14721390094811	0.8705868302833789	0.6426946197988883	2.1513619610657218	2.798991374184192	0.2760044757261504	1.4414504489646696	4.3281726083032925	0.4330125232576463	0.790487503799605	0.44623448760547063	0.0	0.0	0.0	0.0	0.0	0.2760044757261504	1.4414504489646696	6.697817441373659E-4	0.029669495529103175	0.27675526740198725	0.025637854704245486	0.02093492994081761	0.16571611927106597	0.2992253016921537	0.17980248691602807	0.19481263834800971	0.3261595730438099	0.043838469923227354	-68.90589681457818	1.6022691863624268	0.7256361986972206	5.939667276568625	3.5189847290475282	4.494587143101843	1.9058930639364458	1.128879913270688	4.023428327527635	6.182744438635144	1.3765316567972072	1.2779336161401615	1.6211691816958527	1.1170708758823864	0.5009010601474222	0.5353793975744366	0.6709013027702582	0.18329531493343013	0.19449671399658713	0.26916002942971445	0.10033176251667887	0.19892033338229487	0.10175599390433797	0.1505473332271587	0.28878065020434734	0.10483418074596983	0.2592058357852927	0.15253031218647078	0.19502174117079557	0.09211237921231444	0.042407891649743075	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.603752260389465	
102600000	-42752.457397716134	-42627.92938626117	-124.52801145496579	-42527.74592799503	0.6030250038063085	1	1	1	1	0	0	0	0	1	0	1.0161979841296724	1.1978091683173553	0.7521648625365845	0.4448565848829712	0.23527638706866627	4.423844579430984	0.3390703504157933	0.6044325482842968	0.4573797791408646	0.5697682101952621	1.8005806755022535	1.0161979841296724	1.1978091683173553	0.7521648625365845	0.4448565848829712	0.0	0.0	0.0	0.0	0.4573797791408646	0.0	6.404208841371415E-4	0.08995991151413774	0.346059315269863	0.019669277468051798	0.05018712158242766	0.24094171321003227	0.29668169424289403	0.18171617188618408	0.19453593947454986	0.32706619439637313	0.012051721719107084	-105.00354945401887	0.9730260738760123	1.9080194014130616	6.339412436506414	6.2761909658175385	1.851488446166117	7.91806236403828	5.3421125070917945	1.1809393355015805	3.9897933031797184	0.4807703260247975	0.4268144506711078	0.7728505742057156	1.599473881638949	1.4371757631365145	0.6745713764346281	0.33191679004972463	0.5424138878498593	0.9322951272156345	0.6146350345685928	0.2620345090178455	1.6671745385605399	0.41941557844542915	0.466652056602228	0.1501077094674369	0.10714530637973158	0.18506593347021139	0.2132128119330006	0.24309779563796413	0.11713996268318526	0.05899848390665143	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.1297519643198402	
103500000	-42734.67425782535	-42622.949727931475	-111.72452989387192	-42523.08822243123	0.6166421105221389	1	1	1	1	1	0	0	1	1	0	0.5486954180972503	0.6553765508110218	0.6079840840436452	0.41072264467240355	0.5555836919173792	0.1493260675799867	1.9456638946177613	0.3262199260975021	0.2003155452327749	0.4671749937441117	1.970631506885271	0.5486954180972503	0.6553765508110218	0.6079840840436452	0.41072264467240355	0.5555836919173792	0.0	0.0	0.3262199260975021	0.2003155452327749	0.0	6.79719706075232E-4	0.10415658378604724	0.3114907635975431	0.02749687397289876	0.012873322447812217	0.14200521003662675	0.2993028530682414	0.18111508410614777	0.1954710790473745	0.3241109837782374	0.13196151880773926	-95.37276151015345	1.1488144825671878	1.0080788873086135	6.188036342955778	2.297993166934938	1.8747131542439124	2.308427807976985	1.6539631976402718	1.4128529160549355	3.7894339193677347	2.0203520642417176	7.9315478945894915	5.094774642847432	1.8863469653603713	0.9424628580353298	1.167249132700527	2.1269929267521466	0.7470454960562749	0.5290116844194875	0.6912368621910356	0.49185962547047524	0.2009797914466206	0.16563738171168416	0.08120539896637141	0.04843023150839993	0.12350269491234254	0.062324635963692886	0.05889091947750639	0.26167954975010244	0.10500369240447345	0.14344057968089083	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.9383182869350537	
104400000	-42758.08984064798	-42646.542513143446	-111.5473275045345	-42535.25142681839	0.6187128356076672	1	1	1	1	0	0	0	0	1	0	2.412414201277106	3.1831152353638057	0.4311586085035944	2.002157991364215	0.20314247887480685	0.2631259107839062	1.3762238566025542	0.5365859952140635	0.5012828732545173	0.20732511043590554	1.5025335223953324	2.412414201277106	3.1831152353638057	0.4311586085035944	2.002157991364215	0.0	0.0	0.0	0.0	0.5012828732545173	0.0	5.717689002502939E-4	0.040731628917719545	0.26362429506691876	0.030360041838615334	0.0333761719503582	0.2154310994809894	0.30340362931782616	0.17825542028280986	0.19350450164357075	0.32483644875579437	0.10123225351351867	-91.675316548056	1.2402003606270562	2.730945906478444	6.752861654569923	4.228801625078753	2.9358880389468283	4.225066035063988	7.190438667654931	4.914608642111402	7.6302708869627685	4.24664457201999	1.150996854887445	1.0471742901136913	0.630599933825798	0.5949933536978352	0.33087238457520207	2.2470597374898595	0.915675512568434	0.7412191673998157	0.30223501041738826	0.06279227659671198	0.20873108898901052	0.21430621540758338	0.429749707291705	0.1113555056732024	0.08031129535225012	0.07569543216770855	0.03915768215719414	0.0852341089427405	0.038480784652592956	0.05689281299442378	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.4754195787956335	
105300000	-42720.72258859413	-42617.27619129054	-103.44639730358739	-42520.27375582041	0.6707111653799301	1	1	1	1	1	0	0	0	0	1	1.2698409085936797	0.9388024145353336	0.46038167754102255	1.8803701183273926	0.2685617153068004	2.191421406125218	0.7541179664013397	0.2716544475692586	0.17206847482553214	0.9327261898949462	1.5576880797704582	1.2698409085936797	0.9388024145353336	0.46038167754102255	1.8803701183273926	0.2685617153068004	0.0	0.0	0.0	0.0	0.9327261898949462	6.906438255845759E-4	0.023219562732674774	0.24135358294369683	0.023981399918204582	0.04636736011333777	0.19961100194607215	0.2956385161050844	0.18243066259516758	0.1961773044364577	0.32575351686329146	0.10662252806977963	-84.79213252891864	0.7416209452345321	1.3110225456014604	4.821418815520567	3.983567692202453	1.347043925627674	1.6064648403867852	0.8714863813025999	2.9753884889482105	4.718801149697937	4.552162438477391	3.5585561506927132	2.30644224049912	0.9495731177926287	2.459177123638918	1.1733821594775065	0.671475250576571	0.9418870014316201	0.6515746294318956	0.4389450115427049	0.26045344702698586	0.2554251444228849	0.07799717500804122	0.17453399742170048	0.07685633740707543	0.07156215495384458	0.09936683535330723	0.06455482934581766	0.19925205401025892	0.05535830258721754	0.23769260687295624	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.6879465395958728	
106200000	-42817.927411317556	-42643.03046593092	-174.89694538663943	-42524.99281739697	0.6522464173038992	1	1	1	0	1	0	0	0	1	0	0.5021081313530079	2.254048856935971	1.0993782583010636	1.5348202431272453	0.827523531149155	0.5399831196487049	1.3378967078789088	1.1908056636513458	1.0488380330656801	0.6539867903254264	2.126619326203266	0.5021081313530079	2.254048856935971	1.0993782583010636	0.0	0.827523531149155	0.0	0.0	0.0	1.0488380330656801	0.0	5.251284331620932E-4	0.05559650845054407	0.2879363452748135	0.029867189381513642	0.03193891787409862	0.24081885899607489	0.29983986820001096	0.18232053094725403	0.1935747467741211	0.3242648540786151	0.0564289140133693	-155.10348724246688	0.6596070727709744	2.4285097691998287	8.251537498003751	6.429728611174703	3.135478184372694	6.118615724060249	4.274175518266505	1.866578493071103	4.925212755902351	1.6280269452743794	0.8674737527465686	0.8292967887057412	1.9594667761962616	0.7852503994389134	0.3355204029406475	0.7920225913601625	0.19980601755368843	1.1507886341500002	1.9288378632711067	1.002332529265627	0.6253979701231643	0.18970962588256446	0.08944134143053727	0.383222258495722	0.727682345381709	0.5669928017043762	0.2939410049361264	0.22643761637336762	0.19674414263565534	0.11818495847854676	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.9813295423266175	
107100000	-42781.96493319968	-42632.70406784712	-149.2608653525568	-42513.08272330725	0.6523811036633685	1	1	1	0	0	0	1	0	1	0	2.6213779528955636	3.960463887210843	0.8265692713382154	0.9868574283815215	0.15926563841654992	1.386937924415413	0.9840061715970861	1.0661819646970427	1.6186413144979641	1.579650381327532	1.657345072814217	2.6213779528955636	3.960463887210843	0.8265692713382154	0.0	0.0	0.0	0.9840061715970861	0.0	1.6186413144979641	0.0	4.989438416298958E-4	0.09093083449326382	0.3917502816976703	0.025806484084821495	0.026609640661247946	0.21493048475318285	0.3001008830917561	0.18076567011587671	0.1963285240435856	0.32280492274878275	0.0633830991439134	-125.90833586156073	0.8001315296010822	1.2075821846180386	6.9057174614019505	3.5327787287136996	15.57969626305041	6.643550918348767	6.165510302878358	3.073429108067297	1.1208859333052599	0.37264222629165855	0.4529951840613852	0.5597085531388543	0.552323155276817	0.5940212531295876	2.016315373221881	2.1109870871686374	2.0819748525438326	1.2086395690701155	0.6769617443862815	0.4373095713037135	0.44947813122055114	0.46437725323915974	0.13898715777023843	0.12052210138204088	0.08889918306186602	0.2346807221689567	0.2787247723854924	0.3412174182645965	0.06239841552161664	0.07188296149154537	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.5171141945354564	
108000000	-42773.507851384726	-42644.41783634451	-129.09001504021597	-42523.77217681162	0.678087086255015	1	1	1	1	1	0	0	1	0	1	1.7271325207264325	0.904960960148738	0.07085544358328597	1.361740963729087	0.4176927226958967	0.5948700461480684	2.6156190723246975	0.09009802809548148	0.021669571171941782	1.7829489490142343	3.649681226803942	1.7271325207264325	0.904960960148738	0.07085544358328597	1.361740963729087	0.4176927226958967	0.0	0.0	0.09009802809548148	0.0	1.7829489490142343	5.939935472990623E-4	0.05046695886349098	0.2910091312843229	0.03129592738491693	0.0213771930435551	0.1575779667522838	0.301113977082767	0.18266028682293955	0.19502614032927076	0.32119959576502405	0.0027674919280091365	-107.4503718463104	1.6972197266238955	7.643649176678568	3.8199265335560235	1.780221380402219	1.4857796714754912	1.6472808143511508	1.2917016158202939	1.6949404432561355	6.112312152194405	4.059179787571275	2.8359792004301094	2.080502724315086	2.2937908481712186	1.7455062629846714	0.5671977149240724	0.289030823537574	0.6782186341856876	0.32264977131557826	0.406455238067149	2.296398537053048	0.4798775445893051	0.12412866526084741	0.38881208251848604	0.15401183882223568	0.12083792541542082	0.04215607322424352	0.05439696797213117	0.04971344664938986	0.18275470439047395	0.10378737672160779	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.7864524725996767	
108900000	-42768.66273822219	-42623.781828137195	-144.88091008499933	-42523.087863483815	0.6265040103391135	1	1	1	0	0	0	1	0	1	0	2.8609167230569312	0.3286518569058085	0.19153307660594684	1.4893025206021255	1.8700207275742087	0.7791328548849771	0.48931446416856633	0.8630431864944892	0.17027048630381592	0.7783716957426845	2.6694325662046516	2.8609167230569312	0.3286518569058085	0.19153307660594684	0.0	0.0	0.0	0.48931446416856633	0.0	0.17027048630381592	0.0	5.231794824553253E-4	0.047367398694695965	0.37626998888800384	0.040936171493162976	0.036465723878281155	0.12265036906407917	0.30270676318972844	0.17918468199320675	0.19616783828496026	0.32194071653210576	0.064878725400058	-126.38432632210679	0.46873903867511374	1.9177488115429984	2.2754309188582833	8.13453399305377	10.594948015766308	7.493466314896121	5.4776619680327325	3.7604846422240854	4.270996661878794	4.270980050654441	0.9995980836599843	0.6287672994352567	1.3316896397236537	0.690178155104767	0.3418072103703902	0.3143674829359396	0.5691942659542953	1.0498643969975248	0.9230665319782807	0.9876261893238848	0.4215138547677893	0.23259800555818777	0.22307894565077158	0.4606995722561682	0.7648564870707545	0.1139216874424306	0.4298975586672904	0.38820529089775707	0.16436596408455875	0.05507498068373065	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.8237594736430731	
