#                <userDataType codeMap="center=0,north=1,north-east=2,south=3,south-east=4,? = 0 1 2 3 4 " codelength="-1" id="traitDataType.location" spec="beast.evolution.datatype.UserDataType" states="5"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="geoSiteModel.s:location" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:location" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:location" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:location" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="svs.s:location" rateIndicator="@rateIndicator.s:location" rates="@relativeGeoRates.s:location" spec="beast.evolution.substitutionmodel.SVSGeneralSubstitutionModel">
#                    <frequencies id="traitfreqs.s:location" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="5" id="traitfrequencies.s:location" name="frequencies" spec="beast.core.parameter.RealParameter">0.2</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@traitClockRate.c:location" id="StrictClockModel.c:location" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SubG1_BI_fin_v2_seqs	TreeHeight	rateIndicator.location.1	rateIndicator.location.2	rateIndicator.location.3	rateIndicator.location.4	rateIndicator.location.5	rateIndicator.location.6	rateIndicator.location.7	rateIndicator.location.8	rateIndicator.location.9	rateIndicator.location.10	relativeGeoRates.location.1	relativeGeoRates.location.2	relativeGeoRates.location.3	relativeGeoRates.location.4	relativeGeoRates.location.5	relativeGeoRates.location.6	relativeGeoRates.location.7	relativeGeoRates.location.8	relativeGeoRates.location.9	relativeGeoRates.location.10	traitClockRate.location	geoSubstModelLogger.location.relGeoRate_center_north	geoSubstModelLogger.location.relGeoRate_center_north-east	geoSubstModelLogger.location.relGeoRate_center_south	geoSubstModelLogger.location.relGeoRate_center_south-east	geoSubstModelLogger.location.relGeoRate_north_north-east	geoSubstModelLogger.location.relGeoRate_north_south	geoSubstModelLogger.location.relGeoRate_north_south-east	geoSubstModelLogger.location.relGeoRate_north-east_south	geoSubstModelLogger.location.relGeoRate_north-east_south-east	geoSubstModelLogger.location.relGeoRate_south_south-east	clockRate.SubG1_BI_fin_v2_seqs	rateAC.SubG1_BI_fin_v2_seqs	rateAG.SubG1_BI_fin_v2_seqs	rateAT.SubG1_BI_fin_v2_seqs	rateCG.SubG1_BI_fin_v2_seqs	rateGT.SubG1_BI_fin_v2_seqs	freqParameter.SubG1_BI_fin_v2_seqs.1	freqParameter.SubG1_BI_fin_v2_seqs.2	freqParameter.SubG1_BI_fin_v2_seqs.3	freqParameter.SubG1_BI_fin_v2_seqs.4	gammaShape.SubG1_BI_fin_v2_seqs	BICEPS	PopSizes.1	PopSizes.2	PopSizes.3	PopSizes.4	PopSizes.5	PopSizes.6	PopSizes.7	PopSizes.8	PopSizes.9	PopSizes.10	PopSizes.11	PopSizes.12	PopSizes.13	PopSizes.14	PopSizes.15	PopSizes.16	PopSizes.17	PopSizes.18	PopSizes.19	PopSizes.20	PopSizes.21	PopSizes.22	PopSizes.23	PopSizes.24	PopSizes.25	PopSizes.26	PopSizes.27	PopSizes.28	PopSizes.29	PopSizes.30	GroupSizes.1	GroupSizes.2	GroupSizes.3	GroupSizes.4	GroupSizes.5	GroupSizes.6	GroupSizes.7	GroupSizes.8	GroupSizes.9	GroupSizes.10	GroupSizes.11	GroupSizes.12	GroupSizes.13	GroupSizes.14	GroupSizes.15	GroupSizes.16	GroupSizes.17	GroupSizes.18	GroupSizes.19	GroupSizes.20	GroupSizes.21	GroupSizes.22	GroupSizes.23	GroupSizes.24	GroupSizes.25	GroupSizes.26	GroupSizes.27	GroupSizes.28	GroupSizes.29	GroupSizes.30	BICEPSPopSize	
179100000	-42764.64213080582	-42639.84356172906	-124.79856907676034	-42530.24949612453	0.6139649439714224	1	1	1	1	1	0	0	1	1	0	1.0434573803693064	0.6347733900107158	0.49064005314086406	0.8415138633717881	0.4551714249469049	0.08912033137499566	0.5175852003457138	0.0012149480128362767	0.559943175853347	1.662344325733896	1.7826934748166967	1.0434573803693064	0.6347733900107158	0.49064005314086406	0.8415138633717881	0.4551714249469049	0.0	0.0	0.0012149480128362767	0.559943175853347	0.0	6.759089204292601E-4	0.03014973524464727	0.2973726357928964	0.018668323517550496	0.004073464184841364	0.14458422046187291	0.29387674899975635	0.18179681211774287	0.19837818925480719	0.3259482496276958	0.18838449172865399	-108.81159180481654	1.0738901897878061	1.1331232606652757	2.047976934840728	5.395603580179205	2.146752036218167	1.77662163561995	4.504450200217599	4.751358419763408	3.37527437588861	3.384506447399831	2.3527265675052735	3.0653937430683293	1.416091206352747	0.982772160250838	1.763166443998253	0.38288864079642104	1.2551847857983398	0.7860538489725096	0.1941978685766086	0.2649506327765667	0.21442591100742167	0.3745153965618336	0.3320315726001775	0.08434732682107411	0.19337947738768868	0.12690877156595365	0.22675564297064224	0.16446775023063784	0.10232580281414724	0.06531263316940247	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2.539520103378149	
180000000	-42777.9486035632	-42653.91743087611	-124.03117268709534	-42531.341022178865	0.5714567614852356	1	1	1	1	0	0	0	0	1	0	1.364533123783276	2.8986829077942877	1.1999232999355096	0.1364216598129452	1.4451912716591209	0.8018409344823682	0.14973090410812642	1.5022659895082637	0.3578117886748333	0.1648077458996986	2.2653457133839123	1.364533123783276	2.8986829077942877	1.1999232999355096	0.1364216598129452	0.0	0.0	0.0	0.0	0.3578117886748333	0.0	6.102053971178928E-4	0.06369284506196327	0.3530370756248472	0.05029859854946111	0.0421902112120475	0.19080501325726626	0.2969870219537232	0.18015604296198615	0.19831583475924966	0.3245411003250433	0.07759383962754486	-101.912433364367	1.445819089800665	4.3010986967508185	4.614053510487248	4.964502534750997	1.8982717145533987	3.8423607906420996	1.6756084390488866	4.727621279689305	10.177392303588256	2.9980386089926148	3.115813968561289	1.8110202897732437	1.71923565317883	1.0106465001766043	1.053433581844069	1.4068837225605262	1.0072067560499816	0.37150812131941513	1.0536979583818562	0.7911515360199476	0.2334823369120117	0.20933646744771567	0.0783192332558428	0.31041928749789915	0.0999747985447741	0.06262807884241212	0.013728861336419223	0.0338740116278616	0.062253111396248735	0.03727573655124247	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3.0769865309066553	
180900000	-42785.473318786135	-42652.17286650792	-133.30045227821176	-42530.71833689393	0.677396687114597	1	1	1	1	1	1	0	0	1	1	0.5632612123774211	7.680280655054957	2.1254309439343704	0.6168796058134892	2.3222589041841597	0.2688528104145022	1.287344174029057	1.8231742519063816	1.7339655221620622	0.17376707111652911	2.6867227445730775	0.5632612123774211	7.680280655054957	2.1254309439343704	0.6168796058134892	2.3222589041841597	0.2688528104145022	0.0	0.0	1.7339655221620622	0.17376707111652911	5.660843914975045E-4	0.07935880598075397	0.3778629565625348	0.03846668772365782	0.006553544587394666	0.16619798425635338	0.2940644172274975	0.1815682847754685	0.19928583953276424	0.3250814584642701	0.19268935166772194	-99.90784915824881	1.3807219874614933	1.7784019233142694	7.4219746902700034	2.4168380229903668	2.8488181297149455	2.5289929834704266	3.070755301178926	2.8929944769291263	3.388585958678151	1.6234809540374957	1.945435713649347	2.4356028729267267	0.6190055524552794	0.3496460549372978	0.4012696674879404	0.9628468025824696	0.6902053201576103	1.4655429178472834	0.8112460687398259	0.5186459444345425	0.3292811991184095	0.14923229747382882	0.14045383987070884	0.11760787803574513	0.05161656282581463	0.07299507677855116	0.031028182047640754	0.05973550154593707	0.19261748477198248	0.09763958459168495	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3.102418086329564	
181800000	-42734.910178539845	-42634.81440280206	-100.09577573778081	-42528.015884701206	0.6342407905588758	1	1	1	1	0	0	1	0	1	1	1.5886308646180867	1.521966870032872	0.49973452578939737	0.4880205282606223	2.1514528172039045	1.1735045155975163	0.5748441497330891	2.0532547255829092	1.5857066541390654	1.462223037063886	2.257790373739199	1.5886308646180867	1.521966870032872	0.49973452578939737	0.4880205282606223	0.0	0.0	0.5748441497330891	0.0	1.5857066541390654	1.462223037063886	6.688302445905241E-4	0.05395283395399777	0.2914015078153513	0.02023857862113278	0.06007519130708982	0.1760206423019917	0.2993805824003065	0.182349231624274	0.19639822869586207	0.3218719572795579	0.1348407553335052	-71.10034083255366	1.7652519335851649	0.9252617675535248	1.080113018950737	3.905663976033406	1.4226157723496482	2.497346237877789	21.882146392133695	3.4501902019466035	7.825028236034454	3.9090906437481836	4.97555405558828	0.7222034356367357	0.958340767503426	0.9350028790304642	0.1292147011319911	0.09371591103935835	0.12290839562321504	0.05472229776167791	0.20958700469395558	0.16764580880267363	0.39843918243411164	0.44684131288018536	0.2154313525725722	0.20088617824316726	0.25685575923490767	0.15860528507132715	0.06422672962306915	0.12181837841035477	0.08019651177913636	0.06537090280137078	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6.365903305419879	
182700000	-42772.71549018529	-42660.82094024938	-111.89454993591356	-42532.69282405374	0.6069064114976376	1	1	1	1	0	0	0	0	0	0	0.2443877483841613	1.032536167803058	0.24312330870256	0.10834309686084323	0.09050047980095528	1.9731213111780985	2.3235714375539955	0.3910850835935362	0.2930103106914717	0.6338956733454492	3.707559587932935	0.2443877483841613	1.032536167803058	0.24312330870256	0.10834309686084323	0.0	0.0	0.0	0.0	0.0	0.0	5.843799365660827E-4	0.032769457015345	0.2949477517866317	0.0399746293685329	0.027524304711841127	0.17654714627752402	0.299343727708376	0.18429436905027155	0.19529486158915532	0.3210670416521978	0.05271158373220094	-95.24796682878276	1.041457346324609	1.544085169893487	7.734178953570736	4.588286552233409	3.1930816164958142	1.6954373968836256	1.2494804375859394	4.511343115094934	4.413639213909157	4.540299702526724	1.4207453591485844	2.2931525393141112	1.0854470973484207	1.1529378300718696	0.7122951488216377	0.7175502962976332	1.4667377550545293	0.3068092062590332	0.5975944097528517	0.7057001340232054	0.31715327654389447	0.20625685418787457	0.1509773625830123	0.1923890697841302	0.07942497878609468	0.04826672833314868	0.05342118225271081	0.06958824546215	0.06902635663997364	0.062126090792702364	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.7034903734389961	
183600000	-42789.19701194362	-42644.14594776446	-145.05106417916502	-42524.289976091066	0.6371788266369411	1	1	1	0	1	0	0	0	1	0	0.7453079504757817	1.409617895184919	0.33947453304961117	0.17150780397174	0.5433747322720321	0.5482214874375517	1.460753889108004	1.0158305244438908	0.608377222097459	2.568417918084857	2.2330338781008496	0.7453079504757817	1.409617895184919	0.33947453304961117	0.0	0.5433747322720321	0.0	0.0	0.0	0.608377222097459	0.0	4.94818714955019E-4	0.03307634179699417	0.294646981968042	0.048029011950171195	0.09281752442214458	0.17416067102095345	0.3002463931024782	0.1821948257665529	0.19453226691246145	0.323026514218508	0.0736451277293956	-126.46848695013061	0.6192500880074342	1.9484136281031035	4.428589675813834	1.7309217872689024	3.050698704521638	5.333382832257509	4.119431214552239	7.467911826988571	5.233768132310062	2.996016152183472	1.4214502160323128	2.4205822775430326	1.2524496583245854	1.6244051465051899	1.354249164519171	0.695228983616816	0.6356290810774632	0.7448663522167793	0.7678326995491634	1.3989515508165657	0.4882562504481841	0.38116925441135835	0.3924754088470812	0.19286240584320463	0.09176693582754203	0.1207367699437794	0.05160602442323695	0.057932269082008006	0.18043289657181583	0.10007554506230189	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.7369060476500654	
184500000	-42743.02202338917	-42639.65532106354	-103.36670232562737	-42518.99829357136	0.5830968874261233	1	1	1	1	1	0	0	1	0	0	1.0991739963906064	2.512043835554329	0.5168413907568438	0.6873318349769584	0.22217645436784925	0.9301715355415018	0.9480715887340563	0.08216832113240044	0.8859908025950622	1.6055790203732556	1.0349407316343855	1.0991739963906064	2.512043835554329	0.5168413907568438	0.6873318349769584	0.22217645436784925	0.0	0.0	0.08216832113240044	0.0	0.0	6.679207425396334E-4	0.0364673248121551	0.4015302555442463	0.03762297626349164	0.017119058009316197	0.21573112170621703	0.2999483963449273	0.18158201422638243	0.1932226792688787	0.32524691015981205	0.05801823178870441	-85.14656095895472	1.166553624206328	1.0513685511329658	3.621498792879338	1.8501737590023928	4.861899661200956	2.2765249897988977	4.305636658851372	8.64938852666675	4.361718260990421	6.441961211539144	3.9604898640069175	1.0185808576485518	1.2078719369653375	0.991560696200122	0.3080080849305857	0.388662006546112	0.16165132884742725	0.7167537183455449	0.5773162186572989	0.28930319460666687	0.29404511983751835	0.1355944150885824	0.08841784682906301	0.2052299717415026	0.15587132550094795	0.12686778654268596	0.11913952080356902	0.15783990553151053	0.11255265284849156	0.030637400653429576	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.0806362082668786	
185400000	-42751.86605934818	-42645.526698607064	-106.33936074111827	-42538.01447545386	0.5699179137378543	1	1	1	0	1	0	0	0	1	1	0.5912237951759016	1.179814461846562	0.37450076045106645	1.8865760355197836	2.730041675075979	0.034602314542111795	1.8580554140754872	3.6188197368382093	1.2861731614060963	0.1752811505073195	2.425206467162962	0.5912237951759016	1.179814461846562	0.37450076045106645	0.0	2.730041675075979	0.0	0.0	0.0	1.2861731614060963	0.1752811505073195	6.115158106614777E-4	0.034607030414361986	0.2893768775319464	0.02241141591617058	0.028907862808749515	0.22839190397414996	0.2992829736623825	0.18151321728158387	0.19431725316303766	0.32488655589299653	0.015661967557542757	-83.14577664532732	1.0395450273105007	0.8004038200050242	1.3335037867572768	2.930237274170385	2.1812071826410095	2.3490077319723177	1.5215319085865289	2.8238123710147454	9.718811425914941	15.656997615788082	4.547076462215587	1.5568878387274563	0.6777377803454514	1.0264500412285678	1.0528221968753717	0.9561115296503997	0.5243747878398306	0.22820234221822072	0.28593598366446665	0.47483732753679236	0.17469955789226893	0.10240725114941904	0.19667222694434927	0.0831405549790743	0.09751876930694992	0.25682800941938266	0.057558146588895534	0.04926956164916804	0.05701131975715705	0.015404234038687643	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.2383389226596853	
186300000	-42780.5165232383	-42622.35217527158	-158.16434796672092	-42516.76175652834	0.7137237414485229	1	1	1	1	0	0	0	0	1	0	4.020927785199395	1.7819890241112268	0.9816382933470134	0.7530157130979126	2.469746914386769	0.8859154001430531	0.0525790560680693	1.3223851244214762	0.8430974403179647	2.9575810371623534	1.5956531369285423	4.020927785199395	1.7819890241112268	0.9816382933470134	0.7530157130979126	0.0	0.0	0.0	0.0	0.8430974403179647	0.0	5.693894129048643E-4	0.0580767563647129	0.3145175791652194	0.021624520273531112	0.023229049590165196	0.18648882532433644	0.2999175781433168	0.17842061276331425	0.19853369281130548	0.32312811628206417	0.02303362914642599	-134.05986631019806	0.8114351593393327	6.467575404541172	9.353569451216899	3.723337844854207	6.2419727926280615	4.19135189823899	1.926580315456931	3.931803632458995	8.98422515395082	1.5252758984201633	2.928624943093869	1.8288718942294404	1.7196070379568933	0.7634232240711393	0.5334847122551228	0.583270928217209	0.3754910931743938	0.2341949086803804	0.15498577786575565	0.7595653882351306	0.1481384945970938	0.24500330576848764	0.48748966283637646	0.16931511558464318	0.13210209188618113	0.5482641269387762	0.2165949590871769	0.17435415268954424	0.09579601158225849	0.07028670517735178	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.1762784309817735	
187200000	-42786.94710675894	-42649.13658580894	-137.81052094999595	-42529.20707158067	0.6029955304932783	1	1	1	0	1	0	0	0	1	0	0.6598626096574787	2.9866175460601565	0.20432798766039573	0.07796262272448269	1.2032226011496359	1.6568023251699722	0.6662517221052212	1.1263712467641147	2.2379046721825953	1.9677655442227568	2.2931263434268865	0.6598626096574787	2.9866175460601565	0.20432798766039573	0.0	1.2032226011496359	0.0	0.0	0.0	2.2379046721825953	0.0	5.317055716398758E-4	0.03943434860801481	0.3139015488077747	0.027032255930868953	0.027763662309410124	0.19294321090272826	0.30799748440705765	0.17977935427641112	0.19297185827749036	0.3192513030390416	0.04011335247631178	-116.44212305722667	1.7557529430439107	1.6511598501925342	8.375029880811622	4.327135433161501	6.617919442774437	1.1838237045927278	1.3661582276765694	0.5853627086767025	2.9001159053021355	2.801695815454215	4.57102523640824	3.637162032805546	4.172726001156695	1.3038939871694668	0.5385953666187208	1.7392602788103955	1.1672403656535615	0.5165526742742453	0.29150340751720133	0.45455361265132693	0.23549771612435824	0.1952506908752849	0.36485857587111276	0.1532590602700209	0.3208326882964098	0.07910637154266915	0.1775586927210805	0.4353237770748546	0.09893564551467807	0.027779519560113618	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.263721814034264	
188100000	-42784.218687599925	-42657.86833800109	-126.35034959883312	-42543.573239107965	0.7187988992509929	1	1	1	1	1	0	0	0	0	0	0.7147253639423894	2.6682138428457347	0.5214570899877599	0.2076911601231419	0.4158179782929179	0.2519507254968399	1.0039684769361212	0.9503938370215982	0.4401805938465278	1.534822243402566	2.5761969809276093	0.7147253639423894	2.6682138428457347	0.5214570899877599	0.2076911601231419	0.4158179782929179	0.0	0.0	0.0	0.0	0.0	5.157221612129996E-4	0.06634401708030813	0.307459526690199	0.03617992639447222	0.07334545355627235	0.18871147109877243	0.29681946324884345	0.17992194546535925	0.19808507372453504	0.32517351756126334	0.15664852636583265	-107.66532070026813	0.6219671533800384	3.001947308814489	3.081626917589281	2.8362852040758098	2.450852050907116	2.5386509106295896	10.264913926171726	2.778460668089734	3.979337459228149	1.50134457329112	2.267027605024572	2.079915789283517	0.4871306468836146	0.38908719634936706	0.18877424246698934	0.47653635341932804	0.30079911087209604	0.21568596925632147	0.19311684896991435	0.4253197114861099	1.3192391067012061	0.5497624136028737	0.16096926573480905	0.11982271948204094	0.48538885020252504	0.24646453603040588	0.22823892154524084	0.11548214630944008	0.05087333662643245	0.125774534706108	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.9205467594327997	
189000000	-42730.914207349866	-42643.39342588347	-87.5207814663933	-42543.6416673557	0.5878893784974732	1	1	1	1	0	0	0	1	0	1	0.46734125326674014	0.13048122123554604	0.2545752999119095	0.2490447373525795	0.024658643837733512	0.09347078254208019	0.22657743625938218	0.01995250809024059	0.07231120597621044	0.4533906788499968	2.324859144261525	0.46734125326674014	0.13048122123554604	0.2545752999119095	0.2490447373525795	0.0	0.0	0.0	0.01995250809024059	0.0	0.4533906788499968	6.623537534131203E-4	0.02802926120366904	0.30693287429759225	0.020278925189993687	0.04559545149042119	0.13989126672774305	0.3006928879623889	0.18494858604979314	0.19338919276373695	0.3209693332240823	0.15044504765588068	-76.84801789101638	2.4304888219488947	3.1534185196704683	5.046644637058493	6.181656957065221	3.373636564957951	3.1165164936011944	4.089308936491108	3.7202738995162097	2.4243756327208517	1.9954652798343118	2.711310200664824	1.0470853486861755	0.8067158316461104	2.362031318036385	0.8184079354406092	0.3046468614633661	0.2913173228657672	0.11841078218207639	0.8977371589290358	0.25790012925232514	0.1010684583918892	0.10551741878574306	0.04569891655910708	0.08317419089830329	0.1885394923366608	0.11244597700924971	0.10957395053550237	0.10354205718131676	0.11139154608904765	0.04609953685933128	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.8394215573273932	
189900000	-42742.782763389005	-42630.27487008958	-112.50789329942037	-42526.7319780885	0.6096097620945667	1	1	1	1	1	0	0	0	0	1	0.6088847513528404	0.5478962567791062	0.20961893606184878	0.9516426002009556	1.3580056895758854	0.8673169885549598	1.0671805273330546	0.275112414396308	1.9430309476154628	2.1941775327293076	3.276133765663982	0.6088847513528404	0.5478962567791062	0.20961893606184878	0.9516426002009556	1.3580056895758854	0.0	0.0	0.0	0.0	2.1941775327293076	7.060827629602238E-4	0.08209024748870732	0.3434105058052445	0.01416398593216735	0.05752326159615092	0.22414319639364216	0.2983424695200858	0.1820612434373259	0.19768310468059502	0.3219131823619945	0.09516086464745588	-91.42608898175851	0.6780054141764442	2.339339606811309	1.9818268490417619	3.832011347834941	1.7879091347062428	3.1624785001914106	1.2269510154665668	2.41671678680035	2.752626205560652	2.2698293400043754	3.1143791860204706	1.762991626461017	3.4882813791948006	1.1152854887349264	0.4234707255716288	0.18263636726902555	0.13307385766585597	0.4846818997407375	0.6323688833338565	0.24419572466853853	0.2700629497889821	0.21189543662993338	0.15763521374455594	0.19841725321202286	0.07615212344373634	0.08983187993779856	0.2631013444052201	0.15966641135620363	0.0641984628462555	0.033801958873335695	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.2582505309206236	
190800000	-42769.86331504894	-42633.179050522	-136.684264526946	-42526.652613338956	0.5967418222671139	1	1	1	1	1	0	0	0	0	1	0.8067713094914256	1.2903924189417106	1.3369336025159997	1.9631892521005987	0.4161838927919595	2.4949262446895824	0.35173607262233686	0.5849959646122681	0.2896897009716104	0.4905310251047727	1.3753040777076828	0.8067713094914256	1.2903924189417106	1.3369336025159997	1.9631892521005987	0.4161838927919595	0.0	0.0	0.0	0.0	0.4905310251047727	5.767631774963993E-4	0.06727407508005549	0.22983239899328414	0.03566851263131739	0.03511547951654379	0.10067099041831305	0.29720522602347416	0.1829237638408655	0.19675079125451003	0.3231202188811517	0.0834913912081687	-118.10712294486926	0.9273934697591344	3.1683967653037386	4.278169484879426	4.602139582481244	2.6553512741015606	5.746036236369762	3.9327270892977095	1.4026773932006555	8.088913520940455	9.182200992316774	2.9340316985181016	1.141743427862745	0.8111046656401628	0.4279490926731591	1.0247364744243903	0.3597341090028747	1.0756347691372847	0.9111011725786086	0.49611113201378837	1.8083352209951675	1.8055785201853083	0.2161715187006993	0.18866766106933625	0.10564525144211129	0.25604439061139306	0.29385229021346815	0.3113978053590854	0.10420605707202264	0.06560170765133491	0.046020846511180866	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.7977516593662239	
191700000	-42731.90039000833	-42635.561637431594	-96.33875257674171	-42530.49674318076	0.5733922165576888	1	1	1	1	1	0	0	0	0	0	0.8460718209779706	2.0636624675679127	0.37596428429012424	1.8572197778045751	1.6633738760158454	5.374558143674922	0.8740418628694517	1.9719494467689078	0.1518452594465024	2.087467756448398	2.0665398545348257	0.8460718209779706	2.0636624675679127	0.37596428429012424	1.8572197778045751	1.6633738760158454	0.0	0.0	0.0	0.0	0.0	7.363246815710348E-4	0.03204796120091069	0.24068345545699427	0.02738001798324995	0.008984562377197225	0.15554680405531035	0.2977860993019406	0.18261995192943667	0.1958822873398616	0.3237116614287627	0.06408927044787827	-71.78739351046875	1.1373192610618328	1.1155727011270031	2.0713271261514072	1.2407905394388214	3.2498677937706963	0.8949575488830614	1.1107323848028543	1.6090753631833128	3.3825699544921912	1.0979880822563448	1.5545550126544838	6.7766671663935245	2.047996110769299	2.784217668859684	2.087799069629943	0.7653259713314554	0.7861960509680316	0.1456799030750549	0.4525350142075775	0.3941503471310041	0.3380159950656	0.18372969730394154	0.2494433937059135	0.21616746933418207	0.1663421547027993	0.08657230778695092	0.11044873991410108	0.137922212031162	0.0332581083468371	0.02191471695644129	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.658001568329551	
192600000	-42737.38215762402	-42631.96325834779	-105.41889927623875	-42526.38013195253	0.5999093785723582	1	1	1	1	1	0	0	0	1	0	1.0790730068592445	0.8790581540490021	0.37170341086641123	0.4593012895888989	0.19347592449274512	6.290589708233242	0.7530660282143418	0.3402833864422146	0.6391288444904776	0.45898601051223176	2.2603953580925817	1.0790730068592445	0.8790581540490021	0.37170341086641123	0.4593012895888989	0.19347592449274512	0.0	0.0	0.0	0.6391288444904776	0.0	6.612862964163108E-4	0.05389602648076505	0.3335690660098232	0.021753049439620763	0.04648878866511642	0.18603463660066166	0.29796853271718415	0.18157118006342507	0.20059666947274454	0.31986361774664773	0.0069576903886213815	-83.27971882924642	0.47402352560864996	0.9586684829008079	5.689803458523086	6.075530814329541	2.292526532359368	3.6030136022085313	2.520997117786264	4.230788697756723	4.719989998231194	2.8206812797378222	1.7506680344299468	1.2850757221407596	1.4148752706165182	0.732786577252573	0.4367521872407192	1.168735215859009	0.32761614818111234	0.3852243315538045	0.31311388902294174	0.38773358384029327	0.34502355002271284	0.24947718100153507	0.25210089928935375	0.17123517197717142	0.14431802758255027	0.07141979465901704	0.09433084938789899	0.03477498966533808	0.08953133039241862	0.027068410705314648	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.6307152835259158	
193500000	-42810.84258346521	-42663.71448856507	-147.12809490014013	-42538.32601166151	0.6279090107622303	1	1	1	1	0	0	0	0	0	0	1.772022979705215	4.718171609183068	0.7456446564775848	1.379792475590954	0.1732042720879455	0.053471818188266414	0.9716158611842569	0.10938362293210704	0.6848124660499454	0.9802797189395885	1.7034726428642701	1.772022979705215	4.718171609183068	0.7456446564775848	1.379792475590954	0.0	0.0	0.0	0.0	0.0	0.0	6.147062136720542E-4	0.054732532500666814	0.4278391030169001	0.018266913492368593	0.030269444060996575	0.1678768802942836	0.2966299069878222	0.1826352684468976	0.1951814231423099	0.32555340142297184	0.17721235315739967	-127.44896243557103	0.38982678970352475	1.473656409269972	5.351993388146681	2.4793861624530007	3.8467667300846995	4.116634984738815	3.442233346324854	2.2406972602405704	12.748952813206936	2.057222445831315	1.4251008995445595	2.726430811134682	2.5035474225264758	0.7067011235724189	0.890490010461006	0.3467895678645992	0.3199175837530016	0.6681555784480818	0.543034938675243	0.5634738149649233	0.5789858362673036	0.3981436332651723	1.0689804752057215	0.22306396694534766	0.35997256550468104	0.7612922871414411	0.18463958086907326	0.18161248956861953	0.10867172913237921	0.06420504505169923	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1.1559074568691943	
