#                <userDataType codeMap="center=0,mid-east=1,north=2,south=3,south-east=4,? = 0 1 2 3 4 " codelength="-1" id="traitDataType.location" spec="beast.evolution.datatype.UserDataType" states="5"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="geoSiteModel.s:location" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:location" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:location" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:location" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="svs.s:location" rateIndicator="@rateIndicator.s:location" rates="@relativeGeoRates.s:location" spec="beast.evolution.substitutionmodel.SVSGeneralSubstitutionModel">
#                    <frequencies id="traitfreqs.s:location" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="5" id="traitfrequencies.s:location" name="frequencies" spec="beast.core.parameter.RealParameter">0.2</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@traitClockRate.c:location" id="StrictClockModel.c:location" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Lambda_BI_fin_v2_seqs	TreeHeight	rateIndicator.location.1	rateIndicator.location.2	rateIndicator.location.3	rateIndicator.location.4	rateIndicator.location.5	rateIndicator.location.6	rateIndicator.location.7	rateIndicator.location.8	rateIndicator.location.9	rateIndicator.location.10	relativeGeoRates.location.1	relativeGeoRates.location.2	relativeGeoRates.location.3	relativeGeoRates.location.4	relativeGeoRates.location.5	relativeGeoRates.location.6	relativeGeoRates.location.7	relativeGeoRates.location.8	relativeGeoRates.location.9	relativeGeoRates.location.10	traitClockRate.location	geoSubstModelLogger.location.relGeoRate_center_mid-east	geoSubstModelLogger.location.relGeoRate_center_north	geoSubstModelLogger.location.relGeoRate_center_south	geoSubstModelLogger.location.relGeoRate_center_south-east	geoSubstModelLogger.location.relGeoRate_mid-east_north	geoSubstModelLogger.location.relGeoRate_mid-east_south	geoSubstModelLogger.location.relGeoRate_mid-east_south-east	geoSubstModelLogger.location.relGeoRate_north_south	geoSubstModelLogger.location.relGeoRate_north_south-east	geoSubstModelLogger.location.relGeoRate_south_south-east	clockRate.Lambda_BI_fin_v2_seqs	gammaShape.Lambda_BI_fin_v2_seqs	freqParameter.Lambda_BI_fin_v2_seqs.1	freqParameter.Lambda_BI_fin_v2_seqs.2	freqParameter.Lambda_BI_fin_v2_seqs.3	freqParameter.Lambda_BI_fin_v2_seqs.4	rateAC.Lambda_BI_fin_v2_seqs	rateAG.Lambda_BI_fin_v2_seqs	rateAT.Lambda_BI_fin_v2_seqs	rateCG.Lambda_BI_fin_v2_seqs	rateGT.Lambda_BI_fin_v2_seqs	BICEPS	PopSizes.1	PopSizes.2	PopSizes.3	PopSizes.4	PopSizes.5	PopSizes.6	PopSizes.7	PopSizes.8	PopSizes.9	PopSizes.10	PopSizes.11	PopSizes.12	PopSizes.13	PopSizes.14	PopSizes.15	PopSizes.16	PopSizes.17	PopSizes.18	PopSizes.19	PopSizes.20	PopSizes.21	PopSizes.22	PopSizes.23	PopSizes.24	PopSizes.25	PopSizes.26	PopSizes.27	PopSizes.28	PopSizes.29	PopSizes.30	GroupSizes.1	GroupSizes.2	GroupSizes.3	GroupSizes.4	GroupSizes.5	GroupSizes.6	GroupSizes.7	GroupSizes.8	GroupSizes.9	GroupSizes.10	GroupSizes.11	GroupSizes.12	GroupSizes.13	GroupSizes.14	GroupSizes.15	GroupSizes.16	GroupSizes.17	GroupSizes.18	GroupSizes.19	GroupSizes.20	GroupSizes.21	GroupSizes.22	GroupSizes.23	GroupSizes.24	GroupSizes.25	GroupSizes.26	GroupSizes.27	GroupSizes.28	GroupSizes.29	GroupSizes.30	BICEPSPopSize	
47400000	-47701.04109318875	-47279.33302963734	-421.70806355141076	-47071.8449560452	0.7719557844731492	1	1	1	1	0	0	0	1	0	0	1.1967291278250174	2.2779944371665546	1.4961688648718154	1.103152442322101	3.334151818464719	1.0684667721077188	0.7677863178237488	0.17696006970084124	1.3789382754346797	0.6848748574962042	0.8505355711054702	1.1967291278250174	2.2779944371665546	1.4961688648718154	1.103152442322101	0.0	0.0	0.0	0.17696006970084124	0.0	0.0	3.9695373703303505E-4	0.011750820950249425	0.29981131412793266	0.17529832193924985	0.19717798667934705	0.32771237725346924	0.08148993404211904	0.27358729492557615	0.031446491777563174	0.05532700192533851	0.1389918285518985	-398.021290385674	50.03756064584712	29.657675181870136	79.23835782454523	128.4681995408087	37.24036144422187	52.055487856729414	23.29661796730251	23.092996979261336	23.117400082175585	14.162848319606232	7.467488704866427	6.32451073507465	4.501285638936282	3.1764341819314392	1.3511602556964872	1.0325155555846657	2.651644549219963	1.5348878802344386	0.8043503633879243	0.452912464163851	0.5105265429289253	0.34430715176649007	0.2445899052532088	0.3584321831385245	0.8039036378081794	0.2978718547984414	0.12781105230760612	0.16379758253747814	0.16401886842103425	0.0723625663451972	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2.689255280851109	
48000000	-47631.02133854839	-47286.04901229793	-344.9723262504557	-47073.445584435394	0.7587759076035409	1	1	1	1	0	0	0	0	1	0	0.649982083259358	4.1011718582693915	2.0424592161392177	1.5760969324747913	0.17060481234543753	1.2792912213202263	0.020130282227430227	0.6461013816569647	1.5248026580382978	1.2460173888371056	1.0279836219535068	0.649982083259358	4.1011718582693915	2.0424592161392177	1.5760969324747913	0.0	0.0	0.0	0.0	1.5248026580382978	0.0	4.701503454206058E-4	0.040418136203736764	0.29546716660893063	0.17957099958704337	0.19617660572487744	0.3287852280791473	0.06800092935488825	0.25516058900443545	0.0420414920852541	0.037801161217810436	0.12648173337291388	-322.95058648661274	52.62084268377624	36.09777783150798	78.60299668408759	119.82542506934898	50.94789666670795	41.0365439314184	19.176386919665298	7.255183875483953	10.800267602623917	4.875606307626045	2.290078374236089	1.1602061228112823	1.286136668041488	0.825747049833349	0.6658778587284304	0.5093186610808171	0.2100034713924347	0.18349936486828405	0.28906112178152843	0.1570037998107739	2.5515884807881113	0.9170063606895268	0.9247748360379796	0.5233471016588083	0.4439740420275305	0.32311136879198077	0.4219668174967019	0.45737522216141224	0.23506018646495133	0.0597962745592041	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	1.5365788474710074	
48600000	-47660.90843232781	-47280.52674023563	-380.3816920921752	-47065.59362304724	0.6914532355267923	1	1	1	1	1	0	0	0	0	0	0.381482479559478	1.4491892870235192	0.884541540258344	0.8689079615001559	0.05754603801815722	1.6014643238938076	3.164099837639651	2.6585773398055363	1.0884877738922627	0.7295488649803792	0.8858726965217756	0.381482479559478	1.4491892870235192	0.884541540258344	0.8689079615001559	0.05754603801815722	0.0	0.0	0.0	0.0	0.0	3.962751457981679E-4	0.058035137338676504	0.3003319520491717	0.1764640369924552	0.19310943944346287	0.3300945715149093	0.0797955727198336	0.2865705969221236	0.02997225361601935	0.0463560933873083	0.15957953350039722	-351.5852801919296	55.5371671869439	66.97650545001025	81.35493716024929	62.38006330095766	30.583994258216915	30.672492420647636	90.89100951974132	18.974824785957985	28.335060058181213	7.995829868629116	5.809694189702689	8.889677565040218	2.519829008503372	1.2122517352817053	2.2833415744018764	1.161838136235738	0.5805122678327908	0.1589303328663784	0.455085810787487	0.9764091476253495	1.1917505893470977	0.5542781335378654	0.7628937428894264	0.32470744346124075	0.19537911048213644	0.18764445302273222	0.2962134214156601	0.17473774923525218	0.056021654018912376	0.040925255346016855	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	14.735460190160882	
49200000	-47703.95863405402	-47293.135476473	-410.8231575810187	-47073.06582218588	0.8880192198126766	1	1	1	1	0	1	0	0	0	0	0.39467684113356094	1.2770211454990468	0.7139005570277508	0.6559137834186259	0.6712671656881939	0.09304003718580159	0.03273750169100567	0.910745201131596	0.8729940801500703	1.576813405558348	0.5821310976211944	0.39467684113356094	1.2770211454990468	0.7139005570277508	0.6559137834186259	0.0	0.09304003718580159	0.0	0.0	0.0	0.0	3.142173612119229E-4	0.09138618625436061	0.29689179275488226	0.17909825348494096	0.19776748231016156	0.32624247145001434	0.05334592197084682	0.28368685970488544	0.03565720596170268	0.03801691362312622	0.13140911261479515	-390.82119391167123	41.41994280817025	56.78942469506641	298.71963416472653	129.37011320225136	246.3202412453131	30.994911236040537	20.789765862150624	13.849563282278812	8.25996831961614	8.078096698134487	7.111331732785052	3.4797285374555584	4.893787106101056	4.014555178675753	3.236354554103962	2.754102711552194	2.571152217263297	1.027936221230877	0.687398990846245	0.6116368749839745	0.9751749746972735	0.8417875155757356	0.2297851876537557	0.21113487094958217	0.07413820339471489	0.13499973447310562	0.05008504537956378	0.03491676341917006	0.23121502508275413	0.15125978467375792	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8.586074027793327	
49800000	-47658.76987798135	-47270.9500747555	-387.81980322585434	-47055.10284132595	0.781807685750141	1	1	1	1	0	0	1	1	0	0	1.1203356259439623	3.0235455240490943	0.572632873605458	0.38084097702551184	0.1924982657658905	0.035398624780459256	2.1977775086860163	0.8940412803028527	1.9283715480692987	1.4025087294093939	1.7939980212772233	1.1203356259439623	3.0235455240490943	0.572632873605458	0.38084097702551184	0.0	0.0	2.1977775086860163	0.8940412803028527	0.0	0.0	4.165763865739924E-4	0.01259060511034214	0.2999090803691056	0.18118550076786638	0.19206846706551384	0.32683695179751343	0.06370873977582	0.32738636943928795	0.03779621063145663	0.052246481152915004	0.13858387159426225	-358.91686356517926	93.1089820235968	58.65669339007423	209.79586902776293	165.26451033801874	69.71847000528221	21.24699758621932	29.363594265573965	21.907893783105205	5.782421847477097	9.56681248655296	3.0187257118047164	5.423122953996542	1.2249914353742262	1.2989017195723076	2.9439497598728384	1.6364446222936273	0.8322657114293941	0.4813175742829909	4.5243747088756034	3.047989466636415	1.6153201912976674	1.8426858620067348	0.7866322364346457	0.6340596997421593	0.21734901222963612	0.3438406795481642	0.1494106237018185	0.06614125817760629	0.038937978843378726	0.0805439329482737	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	12.768444051871612	
50400000	-47669.81071913622	-47258.059751877874	-411.75096725835056	-47045.36509026222	0.7613881648743764	1	1	1	1	0	1	0	0	0	0	0.606975363709795	1.5787929928777338	0.9328667430082285	0.6573986837693351	0.39867502995713927	1.1389195513721635	1.063529219556093	2.122904834451451	0.9380594543155925	3.0279077367022227	0.9822430321657982	0.606975363709795	1.5787929928777338	0.9328667430082285	0.6573986837693351	0.0	1.1389195513721635	0.0	0.0	0.0	0.0	3.7031000385779174E-4	0.00742571142715948	0.3013311897507032	0.17881666187827214	0.19537195420574263	0.32448019416528107	0.07727134995342576	0.27277631166666516	0.04041246191080795	0.033234462566368195	0.11339318789392171	-389.76505295282993	34.20492128456762	94.0058625849692	108.9114446414395	141.73326816967625	132.5533451452332	32.55261338395941	38.668660998598725	34.642747998051966	18.530317905374332	7.217417615193575	3.1715068588242223	3.4147071835352163	2.9815394667638278	2.5577883039678264	1.2596733982202575	0.8575122590982719	1.382387807133923	0.9936954524564272	0.9105191388418562	1.1593977548109402	1.5687444936242538	0.4860219944816648	0.2877243595180513	0.6026095280402228	1.5647740885474115	0.36205662890630974	0.3470725993911015	0.30860767038993486	0.050546477357123	0.07933421365583229	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2.352189973199504	
51000000	-47698.00806018993	-47267.26818997787	-430.73987021206125	-47054.658913682666	0.7976967732571923	1	1	1	1	0	1	0	0	1	0	0.6083958039218715	2.581628876304291	1.1198756196325432	1.1806702955794481	4.929056643297416	0.8461838660053885	0.9920282598025668	1.0516115540716349	0.395038815042095	0.5994286481378367	0.9478355452652402	0.6083958039218715	2.581628876304291	1.1198756196325432	1.1806702955794481	0.0	0.8461838660053885	0.0	0.0	0.395038815042095	0.0	3.739349520470614E-4	0.010475410907264119	0.2989182561414683	0.1744597185324635	0.19805911950575086	0.32856290582031655	0.040187468500827675	0.29009723924599534	0.03049466118401675	0.04345738619817818	0.10148600596443283	-405.7148831518622	60.572007336916066	97.45868844645504	126.43066052507882	97.4532010134995	112.80024751782207	47.47093348031195	25.33943598593961	8.994350124821958	10.001478901145402	8.812460551040706	3.186049745541338	4.490233137540767	2.63794246567511	2.962154592750051	2.65724125217649	5.160714056067855	3.8003520974083855	5.243445096289828	2.2160415789670607	1.7741607933688237	0.900603521705868	0.7649971717602603	0.4836501327358379	0.46156975560484786	0.2788275193190379	0.21839319161141524	0.09549681548333125	0.08008717584971878	0.0705646569642643	0.09751806018619043	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3.304720248372929	
51600000	-47661.10197418153	-47270.75236019777	-390.3496139837629	-47054.76017552233	0.7009454760987917	1	1	0	1	0	1	0	0	0	0	0.42787428158735347	0.8578090624745611	0.27430707435322804	0.29400699155785137	2.584227206792311	5.136726249955348	0.0035804514803275036	0.10696064497731418	0.4311461075263255	1.2886009619711323	4.675452740449803	0.42787428158735347	0.8578090624745611	0.0	0.29400699155785137	0.0	5.136726249955348	0.0	0.0	0.0	0.0	4.6175161947714584E-4	0.06531216903939989	0.29895709851431174	0.17896217381782564	0.19802677730366683	0.32405395036419493	0.07703385843047217	0.30847614435385107	0.030102688736865616	0.05217010972572725	0.12797631927580558	-360.68389148141506	42.692766542606144	26.847684715831225	48.64874886913717	189.46385350464374	40.83774776495448	27.995744080607082	26.83666601477268	16.75254635643212	11.838840735049425	9.18109275948295	8.590002629646527	4.513684839390913	2.476796761437298	1.850745042475714	1.6179735942794735	1.1738440658629454	0.5935127710166542	1.320126262913913	0.6469973427260918	1.0588237139468148	1.2484306384831731	0.48802248690842764	0.551269537268166	0.9479648321030238	0.5069115967423514	0.19810033861873758	0.2217653545059618	0.11009494976585964	0.05941392540815057	0.07745446599013107	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	19.01222259711861	
52200000	-47638.35452516849	-47269.89186013748	-368.4626650310112	-47049.830778082855	0.7916063711729635	1	1	1	1	0	1	1	0	0	0	0.49989740852896924	2.0467449734174616	0.5822797921247151	1.2165629627693755	0.12387059507237085	1.3782856881358274	0.8253417534849865	0.3278443316941211	2.7613853093319873	0.2010846275419756	1.388367755832794	0.49989740852896924	2.0467449734174616	0.5822797921247151	1.2165629627693755	0.0	1.3782856881358274	0.8253417534849865	0.0	0.0	0.0	3.320781038232701E-4	0.041663102046570546	0.29729962218182	0.1794406081876569	0.19470599175088213	0.3285537778796402	0.07427619701525477	0.2847670894918058	0.02331907797070488	0.02707249820278578	0.1166341605482705	-346.98440500285693	61.40748696903925	51.431307116072084	118.0655896990052	132.5162129765722	117.2767126931046	60.95691969998393	37.99848622640565	34.849000050620724	16.219802839819618	12.076540799978188	7.6739011763019365	15.722164219572054	7.520098091335034	2.2487230183335214	1.3180230164501603	0.8622999042948831	0.3211401308202525	0.34827711676076906	0.255898407313989	0.3793456413209014	0.19441171029782317	0.22413039641548174	0.28180473680405493	0.12404804187662896	0.2067388187271768	0.08796368326780468	0.23088158150370502	0.09061196643937745	0.10205398593965705	0.04641112943922168	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3.798501772862026	
52800000	-47678.15651754056	-47271.915983539235	-406.24053400133096	-47052.31818621863	0.7440222944617385	1	1	1	1	0	0	0	0	1	1	1.4343275692618829	2.89854380082436	1.1766448074847504	1.2282587442521562	1.034124064053845	1.6409734484675642	0.9782735601684057	0.15075929598546622	0.7941414446143117	2.2428716577525756	0.8891104904658379	1.4343275692618829	2.89854380082436	1.1766448074847504	1.2282587442521562	0.0	0.0	0.0	0.0	0.7941414446143117	2.2428716577525756	3.4217277503896363E-4	0.10378279800271963	0.2969839349104461	0.1790064114876883	0.19570658795013113	0.3283030656517338	0.09396480607492429	0.2857747328342576	0.02456749691654534	0.03861905074928388	0.12419198773103007	-373.29027959066184	117.26491674266751	31.955607631799317	219.61334289107205	116.90384469144088	60.41416965819976	36.04020640439598	16.071879190396352	25.261777345007996	13.100641008561135	9.591852355611026	7.172727997730407	3.914324997900464	3.572277141327247	5.3922663700742115	3.422009081747119	1.433400310182293	2.2543282657463917	1.706433971568314	2.3790565931246275	1.03229995872396	0.8003200676763534	0.8296493756401169	0.7040617013365793	0.5006929121207475	0.4584326723346914	0.1299887028125405	0.05920828271604981	0.029939624177745407	0.01831550965773738	0.02458721712113756	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	27.45337735098384	
53400000	-47634.153362276425	-47276.60591799577	-357.54744428065766	-47061.48954798393	0.7135245559657817	1	1	1	1	0	0	0	1	1	1	0.2196308457821614	0.872607453912953	0.2437073312754934	0.29238446214873354	0.735905460172482	2.6997252828993448	3.4551597377422936	0.37495642534806695	0.0967767409445616	0.12841201374474137	1.214140398800005	0.2196308457821614	0.872607453912953	0.2437073312754934	0.29238446214873354	0.0	0.0	0.0	0.37495642534806695	0.0967767409445616	0.12841201374474137	3.765245738870261E-4	0.05352932340018814	0.30093881911470016	0.17924284774970028	0.19455999159216578	0.3252583415434331	0.08976271879500722	0.25107743922396314	0.019912234667734154	0.03012856938460509	0.10907149477574242	-332.9668242667481	44.576892989722374	58.34465299655042	86.8214814048107	107.72256914371707	47.04581432087717	38.250718262772764	31.277689905457905	7.9198479113095965	21.247142409600375	9.702545423031044	3.888749372895214	6.821128258406386	2.0722987010333327	1.9289124270938114	1.2807742520207248	0.6877959565226538	0.5336939520946592	0.6242159146154744	0.19719187793486986	0.3221345483759842	0.34885373857904	0.2900224130564445	0.7801032340371704	0.38270099278408265	0.24821500261547552	0.10449406870927365	0.19835110657548186	0.10062809978425809	0.12483557583969236	0.10238850964783984	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8.61386910839024	
54000000	-47695.430091722934	-47298.63326868343	-396.7968230395018	-47077.227242082314	0.7626492724570281	1	1	1	1	0	0	0	1	0	0	1.1510424560260915	2.7945136057981013	1.0943160367731266	1.5139325997003659	0.2327334797506498	0.3000617268624324	0.8371465801864991	0.9262063217007617	0.6243967919555913	0.6341861463036101	0.6893121069805659	1.1510424560260915	2.7945136057981013	1.0943160367731266	1.5139325997003659	0.0	0.0	0.0	0.9262063217007617	0.0	0.0	3.747814314133676E-4	0.05750259963193895	0.29578263677749417	0.17919324612872936	0.19904412030565297	0.32597999678812273	0.07085607678849765	0.2919075487647934	0.038274045197604585	0.04224532041236825	0.13065291780871074	-372.85243176392294	82.54992238594095	159.82088440210995	263.22452102128307	99.582023427024	67.025405150757	35.93940615448452	7.5239594418666975	2.0752507454117852	1.9951237213411612	5.21545529896848	5.350631589880547	13.61151477868171	6.963854904159404	9.668107385413428	11.68093258107673	1.044396613267699	1.1705592592503595	1.227461172505704	0.5686822202957788	0.43065848494371867	0.7815228519518561	0.5127592808252852	0.6613055587151094	0.7654996973116015	0.2205183499056299	0.5513103535314734	0.3245521976433885	0.14881084842476644	0.10090958700147161	0.041422750690818	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9.658132525974022	
54600000	-47655.96919348608	-47301.736684685726	-354.23250880035795	-47079.41008712966	0.6885447719122648	1	1	0	1	0	0	0	1	1	1	0.36969991169632366	1.4336405827612395	0.7230126237651103	0.9781966917647711	0.2343864858428652	2.2606745547956306	0.2571437458068973	2.0102617538905103	0.017312379065031063	4.07881272110386	3.279971325180401	0.36969991169632366	1.4336405827612395	0.0	0.9781966917647711	0.0	0.0	0.0	2.0102617538905103	0.017312379065031063	4.07881272110386	4.02470613253037E-4	0.016745207087131477	0.3006241195077742	0.18069959575875108	0.19721824203881502	0.321458042694659	0.07734596375045118	0.2936654405635643	0.03592535211225181	0.024701579460098287	0.1288853518344543	-323.7892387836601	64.68845087961448	54.217207957869064	56.374705167589966	73.21273026248336	55.314626644129376	60.03678037979949	21.77146014395127	26.208908823352637	5.991098561369753	2.627630639060042	1.1514262920180451	1.5670537111400575	0.5365685353818789	0.3232092547823222	0.3057483690118967	3.7056569147723635	4.739837863507094	1.1683383981840334	1.282394825703358	0.8381938973261942	0.40133200734253344	0.5795353998765289	0.38311423072278916	0.13003594982273245	0.35571256243072885	0.10910793659819613	0.20003317796232678	0.14800425855815716	0.2838666964988374	0.04999904976870209	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	16.49349290244895	
55200000	-47665.12284120454	-47303.03580512317	-362.0870360813707	-47085.108893947625	0.8975947360051731	1	1	1	1	0	0	0	0	1	0	0.10980863955067759	0.5523221480509272	0.2589138048501426	0.202952532222357	0.017277760392587823	0.3358385874224453	1.097311766307393	3.5732296515190995	0.04200469071617765	0.24104009644793226	1.1202645163370235	0.10980863955067759	0.5523221480509272	0.2589138048501426	0.202952532222357	0.0	0.0	0.0	0.0	0.04200469071617765	0.0	4.002751123905799E-4	0.06883139369221879	0.2980314517185657	0.1834053831151888	0.19327651759986916	0.32528664756637565	0.07027482435248383	0.2883602609163701	0.030716401595600427	0.02121542993621988	0.1337079077546043	-339.5496664364585	98.05491976249023	20.923850218915103	243.1253331795236	93.18225916660322	32.01956546080118	15.170628143098298	48.1541675779218	12.661010045235702	6.717658739808177	17.32257438187743	8.668349425108183	5.496503217342132	7.206934629080762	10.465013791398762	2.687927054651926	1.728341471514977	2.202610983725174	0.4028474598589862	0.19598189610999478	0.14472582727127453	0.12303349143943162	0.1430323439113735	0.11353444221771863	0.0484957469966023	0.1803713214531783	0.19872555980938664	0.15231608784795445	0.2312133118484655	0.3104767742964101	0.08137892117922843	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	18.40512725728392	
55800000	-47658.86862107325	-47303.57940013387	-355.2892209393764	-47084.772858465185	0.7087676927997064	1	1	1	1	0	0	0	0	1	1	0.49820468960110514	2.3929285776808156	1.020474169669598	1.1308285385659473	0.08377298273448795	1.6302136081065346	0.936289247630296	0.3108779758103606	0.054483099969333836	0.1883137606751782	0.8298819064590446	0.49820468960110514	2.3929285776808156	1.020474169669598	1.1308285385659473	0.0	0.0	0.0	0.0	0.054483099969333836	0.1883137606751782	3.9702961072380375E-4	0.042755508640351686	0.29962128019883527	0.17541963039131211	0.19653802575084384	0.3284210636590083	0.08033124956542483	0.2985474862196465	0.035132998398621086	0.024463314884759255	0.12161430301409278	-335.5329522657012	47.45023489134783	17.705621253065353	61.97616006048359	272.79015712383386	53.8173752909583	29.448263855249138	17.329328781379218	9.784064492415311	4.154304791180852	2.5477598613725485	2.498056092831726	2.971221444418645	2.1964039191213893	5.56769066381198	3.5894744646770627	3.8805764165814556	5.785921363068313	1.2974072577043108	0.807983271740186	0.6364246075847446	0.25545013087207374	0.7776111999797668	0.2100363745780293	0.21964048591449917	0.1896342353223381	0.07778219029504876	0.21535415140467792	0.15332630437397363	0.08185254843440513	0.11746555077097436	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3.8707602929324283	
56400000	-47670.759625920306	-47267.863760115906	-402.89586580439936	-47055.42119233168	0.7835851114062446	1	1	1	1	0	0	0	0	1	1	0.6195983864784516	1.133298755597623	0.493224027012577	0.5169720529185119	0.38823079355192025	0.9129274385238344	0.6461457423787947	0.8694037974532685	0.67683120132305	0.17262613459216025	0.9225295850534189	0.6195983864784516	1.133298755597623	0.493224027012577	0.5169720529185119	0.0	0.0	0.0	0.0	0.67683120132305	0.17262613459216025	4.166544660001953E-4	0.017773100458053626	0.29880564507976765	0.1837563383033046	0.19212118966950123	0.32531682694742614	0.0636922757785421	0.2579137508384458	0.03219817952272253	0.06363922678130216	0.12392586226829125	-380.1874498130852	64.25853399425782	68.76110324209417	166.40165759074762	92.7940436779551	61.0733329734507	16.050185273314106	9.449311204026747	29.277123046213756	7.3335433530503975	5.123603083078392	9.853238897349952	8.400208691701113	3.22423266376418	5.700653066355038	12.32043437955535	2.556531186696511	2.251913257906338	3.445858672847848	1.5969923118928349	0.41532735692516637	0.21618955466547143	0.22835420085044272	0.20170493314680607	0.3104443077516473	0.5240045427107247	0.2917162575367509	0.10144157211872745	0.14610858007989744	0.1942992357170188	0.1357945949073959	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	13.043768284748946	
57000000	-47648.7138335025	-47293.44093651118	-355.2728969913243	-47073.44367090068	0.8064126543225725	1	1	1	1	0	0	0	0	0	1	1.5158764464691459	2.2255464844826935	1.1339221473279906	1.1974139692041297	1.0856938792651392	0.11434852857878133	1.8671948314833051	1.2824540418766952	1.1097847292895358	0.9932052958526822	0.7562671759435671	1.5158764464691459	2.2255464844826935	1.1339221473279906	1.1974139692041297	0.0	0.0	0.0	0.0	0.0	0.9932052958526822	3.9186080513049456E-4	0.06628683419959017	0.2955255129876458	0.17394759026778475	0.19752324746607658	0.3330036492784925	0.09185287957619556	0.2779182992222157	0.039631167053145545	0.05113230182393992	0.1126709432831499	-328.01263723009123	35.36002893423776	182.93102936012974	167.820607848008	59.37400874203259	27.34653397310418	75.83531154832689	27.618719972268366	31.92200049509223	9.328555681838928	5.12226686382419	3.757617874824906	17.296401234658067	3.9626040155443527	4.134378421335183	1.6646998027164222	1.4430026934872333	0.7969269056663494	0.5900657658251998	0.1857212465683506	0.09320228487704094	0.05660170954296989	0.27604145344018177	0.3254954427093374	0.12199082712882114	0.0615322940083669	0.06452596819357825	0.0762535078875992	0.1694428806064555	0.09148584152018482	0.10352376856989598	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	11.0693834232658	
