#                <userDataType codeMap="center=0,north=1,north-east=2,south=3,south-east=4,? = 0 1 2 3 4 " codelength="-1" id="traitDataType.location" spec="beast.evolution.datatype.UserDataType" states="5"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="geoSiteModel.s:location" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:location" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:location" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:location" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="svs.s:location" rateIndicator="@rateIndicator.s:location" rates="@relativeGeoRates.s:location" spec="beast.evolution.substitutionmodel.SVSGeneralSubstitutionModel">
#                    <frequencies id="traitfreqs.s:location" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="5" id="traitfrequencies.s:location" name="frequencies" spec="beast.core.parameter.RealParameter">0.2</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@traitClockRate.c:location" id="StrictClockModel.c:location" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SubG1_BI_fin_v23_seqs	TreeHeight	rateIndicator.location.1	rateIndicator.location.2	rateIndicator.location.3	rateIndicator.location.4	rateIndicator.location.5	rateIndicator.location.6	rateIndicator.location.7	rateIndicator.location.8	rateIndicator.location.9	rateIndicator.location.10	relativeGeoRates.location.1	relativeGeoRates.location.2	relativeGeoRates.location.3	relativeGeoRates.location.4	relativeGeoRates.location.5	relativeGeoRates.location.6	relativeGeoRates.location.7	relativeGeoRates.location.8	relativeGeoRates.location.9	relativeGeoRates.location.10	traitClockRate.location	geoSubstModelLogger.location.relGeoRate_center_north	geoSubstModelLogger.location.relGeoRate_center_north-east	geoSubstModelLogger.location.relGeoRate_center_south	geoSubstModelLogger.location.relGeoRate_center_south-east	geoSubstModelLogger.location.relGeoRate_north_north-east	geoSubstModelLogger.location.relGeoRate_north_south	geoSubstModelLogger.location.relGeoRate_north_south-east	geoSubstModelLogger.location.relGeoRate_north-east_south	geoSubstModelLogger.location.relGeoRate_north-east_south-east	geoSubstModelLogger.location.relGeoRate_south_south-east	clockRate.SubG1_BI_fin_v23_seqs	gammaShape.SubG1_BI_fin_v23_seqs	freqParameter.SubG1_BI_fin_v23_seqs.1	freqParameter.SubG1_BI_fin_v23_seqs.2	freqParameter.SubG1_BI_fin_v23_seqs.3	freqParameter.SubG1_BI_fin_v23_seqs.4	rateAC.SubG1_BI_fin_v23_seqs	rateAG.SubG1_BI_fin_v23_seqs	rateAT.SubG1_BI_fin_v23_seqs	rateCG.SubG1_BI_fin_v23_seqs	rateGT.SubG1_BI_fin_v23_seqs	BICEPS	PopSizes.1	PopSizes.2	PopSizes.3	PopSizes.4	PopSizes.5	PopSizes.6	PopSizes.7	PopSizes.8	PopSizes.9	PopSizes.10	GroupSizes.1	GroupSizes.2	GroupSizes.3	GroupSizes.4	GroupSizes.5	GroupSizes.6	GroupSizes.7	GroupSizes.8	GroupSizes.9	GroupSizes.10	BICEPSPopSize	
0	-42532.67456036126	-42416.23177835625	-116.44278200501195	-42290.624803071754	0.6662308449839717	1	1	1	1	1	0	0	0	0	1	0.5107048672494613	2.517610899596688	0.4179953850903238	0.46302185590279554	1.8979681260582946	0.33736277708593265	0.750746038625342	0.6392997320119188	0.24118146027685983	0.7689714552504107	4.162427044045358	0.5107048672494613	2.517610899596688	0.4179953850903238	0.46302185590279554	1.8979681260582946	0.0	0.0	0.0	0.0	0.7689714552504107	6.134192432409422E-4	0.19724983180221559	0.29912025464917225	0.1829647672349099	0.19704233187606604	0.32087264623985207	0.05094230627969887	0.40810529886363933	0.05119063796173397	0.012491374630175134	0.24154940476609624	-94.5155164340579	2.6228793547121314	2.3154642177869094	2.026543032702078	1.896465971314204	1.4249477538977853	0.2644942157970536	0.6251559999710083	0.20497151091462182	0.2735686674701997	0.06045289594393282	13	13	13	13	13	13	12	12	12	12	3.6753775164440876	
450000	-42535.93729435594	-42416.97421537457	-118.96307898137154	-42302.322631699084	0.7351279254883806	1	1	0	1	1	0	0	0	1	1	0.5587046159843335	0.5119077630923743	0.4914958634774869	0.1822133776157794	0.33180949257429687	0.13552043872149894	0.008359744931859935	0.2649858067949762	0.02955847864657213	2.757245939242309	5.464966365979806	0.5587046159843335	0.5119077630923743	0.0	0.1822133776157794	0.33180949257429687	0.0	0.0	0.0	0.02955847864657213	2.757245939242309	5.660408519443577E-4	0.2741985914481188	0.29400865605752885	0.18093749633428716	0.20225072359289561	0.32280312401528866	0.12391335081937628	0.361286098327477	0.03292927324113518	0.005659626174684184	0.2242098114020626	-102.82204632220672	0.7512996030607119	2.2047253905032895	4.25009423436135	1.7740591435354762	0.815141243189322	0.4572190685483686	0.5276680946028559	0.48272959909249435	0.21152148310993232	0.18024878529539415	13	13	13	13	13	13	12	12	12	12	1.3154319674301997	
900000	-42563.15454839678	-42419.32606755475	-143.82848084202774	-42292.19799805539	0.6454292732934628	1	1	0	1	0	0	0	0	0	1	1.6640728225039956	0.9588147241766215	1.3677611163604615	0.6126798879702533	1.2232574652140495	1.0642704089969102	0.09059939871307089	0.24835275599534584	0.12272694357213469	2.1287383535666096	5.043677280164477	1.6640728225039956	0.9588147241766215	0.0	0.6126798879702533	0.0	0.0	0.0	0.0	0.0	2.1287383535666096	6.178720279425165E-4	0.06638491681749477	0.29886415485414275	0.1818727453955699	0.1984831745418193	0.3207799252084683	0.06519537882713401	0.2568535510237067	0.01852073303415005	0.019516790332209488	0.1826861655035263	-125.91995059620805	0.7329273713098577	2.8105779892017813	2.83249989347275	2.1348424034429034	1.8417152873452325	0.6411674333705119	0.7456018660502362	0.36738654255953407	0.3627692141026067	0.2571084323148657	13	13	13	13	13	13	12	12	12	12	1.1620598144496386	
1350000	-42569.005751704084	-42418.205563970194	-150.80018773389028	-42300.692817732284	0.6129680064034924	1	1	1	1	1	1	0	1	0	1	0.5358929407121924	1.1893277375027849	0.0267453625601457	0.19402663828653943	0.6118604763595936	0.5400214318576586	0.09007609941981917	0.11708529583800509	0.4194523156409155	2.6659982908866393	4.338537868970857	0.5358929407121924	1.1893277375027849	0.0267453625601457	0.19402663828653943	0.6118604763595936	0.5400214318576586	0.0	0.11708529583800509	0.0	2.6659982908866393	6.122639824376573E-4	0.1364145249364317	0.29221889589639527	0.18113988677269932	0.20071486804714994	0.3259263492837556	0.0574791672728534	0.2555869418775091	0.05808260711497903	0.008759440632518836	0.13359060947913776	-130.7307332426712	1.4956224103734923	2.7802699759466205	2.96474418179677	5.434691580933493	1.7160480356857943	1.6118892491702108	0.9997050500500992	0.30073803387635467	0.28441756374589555	0.05632587316258912	13	13	13	13	13	13	12	12	12	12	1.774104299695816	
1800000	-42553.355661609516	-42436.10165386592	-117.25400774359981	-42308.0147641053	0.6273068167340844	1	1	1	1	1	0	0	0	1	1	3.0696987100094777	2.3304086999461684	1.3096071642916747	0.374607379890352	2.347058128689474	0.7356004008896461	0.24026087545278949	0.6115114872082995	1.194065099212067	1.1562873713460586	2.825540764212191	3.0696987100094777	2.3304086999461684	1.3096071642916747	0.374607379890352	2.347058128689474	0.0	0.0	0.0	1.194065099212067	1.1562873713460586	6.315576275876199E-4	0.049194998121917466	0.29585564774038814	0.18213240095696945	0.2010964142478038	0.3209155370548387	0.027018179112899162	0.24433580036042943	0.016183296487379692	0.018938509217125542	0.1814137091160099	-95.15466238915198	0.8684092600954381	2.4041691377324423	3.818986104872989	2.250618534839343	1.7830535187607144	0.6166600075068385	0.35197593845016356	0.17842659752653506	0.24686991723872984	0.09579069148621877	13	13	13	13	13	13	12	12	12	12	0.5600348189699613	
2250000	-42584.948582462355	-42430.16652518717	-154.78205727518608	-42296.347741626814	0.7392982833771853	0	1	0	1	1	0	1	0	0	1	1.3400251097520464	0.8155963643720551	0.5718076758754299	0.5360711492531353	0.8753847017055284	0.713918028639173	0.3572554592069968	5.4959608545326235	0.02207572374533055	0.913091167723951	5.306844764759132	0.0	0.8155963643720551	0.0	0.5360711492531353	0.8753847017055284	0.0	0.3572554592069968	0.0	0.0	0.913091167723951	5.161247008630988E-4	0.14292022991889505	0.2975322611987857	0.17728085130495844	0.1995943636638848	0.3255925238323712	0.08561845168130289	0.26039747690015036	0.055015735167684675	0.021306228569707878	0.2014818352805067	-131.8867730011495	2.35092405734428	3.4313775749876076	3.37548950224095	8.725551279454073	1.4939129342901434	1.6102019398054292	0.3479353475719111	0.13746401784825918	0.4433337080248673	0.1856608291793949	13	13	13	13	13	13	12	12	12	12	1.820888530129725	
2700000	-42549.748643133054	-42414.94169637713	-134.80694675592414	-42292.973330216555	0.7143991610760702	1	1	1	1	1	1	1	0	0	1	0.761477522616873	2.390474355050624	0.7116127776616891	0.25572301323353946	2.6947869525547086	1.0100044190976019	1.2036408989062675	0.01773923347736321	0.5237716471275572	1.419640654969887	2.7466115846818946	0.761477522616873	2.390474355050624	0.7116127776616891	0.25572301323353946	2.6947869525547086	1.0100044190976019	1.2036408989062675	0.0	0.0	1.419640654969887	6.586410367642718E-4	0.013233082670825775	0.2982552569351873	0.18243796288825995	0.1935814810669868	0.32572529910956616	0.06422992986593519	0.3436050649255087	0.04826809010676879	0.019485592680814585	0.15712389729781276	-110.28635898971204	1.079089217317458	5.365201749740784	8.09477356720115	1.6573385473101276	0.7014411688713332	0.3467755732772272	0.3971701723192596	0.2877386103308665	0.11811525705691026	0.19584613078581542	13	13	13	13	13	13	12	12	12	12	1.2260732869442932	
3150000	-42558.93432910539	-42422.91629635262	-136.01803275276782	-42312.582232549554	0.700570469888889	1	1	1	1	1	0	1	1	0	1	1.372833079866116	2.11960856754479	0.5398256514847588	0.6360125768519888	2.9279098237789487	0.011575217678127338	1.229346213883454	0.3869397327075941	2.085213251376125	2.1760371301023205	3.217367338713363	1.372833079866116	2.11960856754479	0.5398256514847588	0.6360125768519888	2.9279098237789487	0.0	1.229346213883454	0.3869397327075941	0.0	2.1760371301023205	5.459106358458707E-4	0.14631820402257778	0.29726241229383166	0.17807160800769098	0.1990797628357577	0.3255862168627197	0.08122493394979152	0.34937101305944857	0.034067703859170045	0.021572711204504158	0.14895658560473943	-109.24064870638674	1.0248644736117822	2.4429265927107915	1.8039703314493443	1.4881715535610023	2.3779817032641897	1.0082980971444755	0.3653264075161232	0.48490402184569825	0.46489054738249386	0.21344759946562003	13	13	13	13	13	13	12	12	12	12	0.8961428022075232	
3600000	-42548.13121652824	-42424.009985056444	-124.12123147179908	-42295.551661481426	0.6342853211679826	1	1	1	0	1	0	0	0	0	1	0.638546082209349	1.8301603069012482	1.107258212573402	1.6510151778619875	0.8070683879121044	2.3195082954025157	0.9337519432494368	0.3960790985866915	0.3489051440527227	2.1374256169571906	3.465323724901097	0.638546082209349	1.8301603069012482	1.107258212573402	0.0	0.8070683879121044	0.0	0.0	0.0	0.0	2.1374256169571906	5.535441662650637E-4	0.14804056125652967	0.29811382047603074	0.18390827145995262	0.194546812437123	0.3234310956268937	0.05422662505298124	0.3485001851567788	0.017301926494692414	0.03282297399917709	0.12419851638629975	-103.61324846135429	1.1733574894545353	2.1073373260207364	3.9059279574853587	3.9375373388019352	0.6305006452451875	0.8203389308717046	0.5889311472312264	0.3885381243398427	0.12919700447400348	0.1232580008719234	13	13	13	13	13	13	12	12	12	12	0.9336765961936895	
4050000	-42539.64952455201	-42425.26193290872	-114.38759164329883	-42290.59680401829	0.60529117843919	0	1	0	1	1	1	0	0	0	1	2.9517071615796784	1.232211848060238	0.9941297110090198	0.6448137598242932	1.617599741113333	0.3739910359436158	1.6353881773536625	1.2233755166730313	1.520695204124465	1.6353323555262045	6.7587374966538425	0.0	1.232211848060238	0.0	0.6448137598242932	1.617599741113333	0.3739910359436158	0.0	0.0	0.0	1.6353323555262045	5.70266799276071E-4	0.1091266002161874	0.29713879092150636	0.18323552783546324	0.19760377934995665	0.3220219018930738	0.07879357525450695	0.3397887226449712	0.07113172906821286	0.007160669938369913	0.22255397963097326	-89.4230589839144	1.580778782674047	2.9914992864648866	3.643603975681436	1.041889846364832	0.9843067349966512	0.6209417188594683	0.16648128433412393	0.24360646153049573	0.06807024276329249	0.15775403733567622	13	13	13	13	13	13	12	12	12	12	1.9894329297350555	
