#                <userDataType codeMap="center=0,mid-east=1,north=2,north-east=3,south=4,south-east=5,? = 0 1 2 3 4 5 " codelength="-1" id="traitDataType.location" spec="beast.evolution.datatype.UserDataType" states="6"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="geoSiteModel.s:location" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:location" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:location" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:location" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="svs.s:location" rateIndicator="@rateIndicator.s:location" rates="@relativeGeoRates.s:location" spec="beast.evolution.substitutionmodel.SVSGeneralSubstitutionModel">
#                    <frequencies id="traitfreqs.s:location" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="6" id="traitfrequencies.s:location" name="frequencies" spec="beast.core.parameter.RealParameter">0.16666666666666666</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@traitClockRate.c:location" id="StrictClockModel.c:location" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.SubG3_BI_fin_v2_seqs	TreeHeight	rateIndicator.location.1	rateIndicator.location.2	rateIndicator.location.3	rateIndicator.location.4	rateIndicator.location.5	rateIndicator.location.6	rateIndicator.location.7	rateIndicator.location.8	rateIndicator.location.9	rateIndicator.location.10	rateIndicator.location.11	rateIndicator.location.12	rateIndicator.location.13	rateIndicator.location.14	rateIndicator.location.15	relativeGeoRates.location.1	relativeGeoRates.location.2	relativeGeoRates.location.3	relativeGeoRates.location.4	relativeGeoRates.location.5	relativeGeoRates.location.6	relativeGeoRates.location.7	relativeGeoRates.location.8	relativeGeoRates.location.9	relativeGeoRates.location.10	relativeGeoRates.location.11	relativeGeoRates.location.12	relativeGeoRates.location.13	relativeGeoRates.location.14	relativeGeoRates.location.15	traitClockRate.location	geoSubstModelLogger.location.relGeoRate_center_mid-east	geoSubstModelLogger.location.relGeoRate_center_north	geoSubstModelLogger.location.relGeoRate_center_north-east	geoSubstModelLogger.location.relGeoRate_center_south	geoSubstModelLogger.location.relGeoRate_center_south-east	geoSubstModelLogger.location.relGeoRate_mid-east_north	geoSubstModelLogger.location.relGeoRate_mid-east_north-east	geoSubstModelLogger.location.relGeoRate_mid-east_south	geoSubstModelLogger.location.relGeoRate_mid-east_south-east	geoSubstModelLogger.location.relGeoRate_north_north-east	geoSubstModelLogger.location.relGeoRate_north_south	geoSubstModelLogger.location.relGeoRate_north_south-east	geoSubstModelLogger.location.relGeoRate_north-east_south	geoSubstModelLogger.location.relGeoRate_north-east_south-east	geoSubstModelLogger.location.relGeoRate_south_south-east	clockRate.SubG3_BI_fin_v2_seqs	freqParameter.SubG3_BI_fin_v2_seqs.1	freqParameter.SubG3_BI_fin_v2_seqs.2	freqParameter.SubG3_BI_fin_v2_seqs.3	freqParameter.SubG3_BI_fin_v2_seqs.4	rateAC.SubG3_BI_fin_v2_seqs	rateAG.SubG3_BI_fin_v2_seqs	rateAT.SubG3_BI_fin_v2_seqs	rateCG.SubG3_BI_fin_v2_seqs	rateGT.SubG3_BI_fin_v2_seqs	gammaShape.SubG3_BI_fin_v2_seqs	BICEPS	PopSizes.1	PopSizes.2	PopSizes.3	PopSizes.4	PopSizes.5	PopSizes.6	PopSizes.7	PopSizes.8	PopSizes.9	PopSizes.10	PopSizes.11	PopSizes.12	PopSizes.13	PopSizes.14	PopSizes.15	PopSizes.16	PopSizes.17	PopSizes.18	PopSizes.19	PopSizes.20	PopSizes.21	PopSizes.22	PopSizes.23	PopSizes.24	PopSizes.25	PopSizes.26	PopSizes.27	PopSizes.28	PopSizes.29	PopSizes.30	GroupSizes.1	GroupSizes.2	GroupSizes.3	GroupSizes.4	GroupSizes.5	GroupSizes.6	GroupSizes.7	GroupSizes.8	GroupSizes.9	GroupSizes.10	GroupSizes.11	GroupSizes.12	GroupSizes.13	GroupSizes.14	GroupSizes.15	GroupSizes.16	GroupSizes.17	GroupSizes.18	GroupSizes.19	GroupSizes.20	GroupSizes.21	GroupSizes.22	GroupSizes.23	GroupSizes.24	GroupSizes.25	GroupSizes.26	GroupSizes.27	GroupSizes.28	GroupSizes.29	GroupSizes.30	BICEPSPopSize	
42300000	-43202.36890598398	-42983.71749644281	-218.6514095411702	-42847.81773362123	0.6163430630104338	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	1.281310305355549	1.3039130374244843	0.43718640169760936	3.9735909757450183	0.8450338774911634	1.276631732456992	0.4556262039922609	1.8748843919169764	0.6185256384707233	0.5183036493811138	0.25808156617219036	0.6082518497719059	0.03441620410515991	1.131995124781722	1.7680130903262463	4.152957977493404	1.281310305355549	0.0	0.0	0.0	0.8450338774911634	0.0	0.4556262039922609	0.0	0.6185256384707233	0.5183036493811138	0.0	0.6082518497719059	0.0	0.0	1.7680130903262463	5.074191524884255E-4	0.2957725554693025	0.1796209553056665	0.19409989165798716	0.33050659756704515	0.05188093217062328	0.25937886413658895	0.008707241051986456	0.02899050860101538	0.28326442613280295	0.10297343908977236	-193.6873691893926	1.2638977585898545	2.995588443219437	9.216489143884512	23.39656671673852	17.919406591138777	8.13271431184452	15.008377857727504	17.840786479346615	4.7284590986178054	10.028695984349516	4.011663977267014	4.24859830247496	1.132395563239359	3.5123959930639965	2.7725383244240396	1.4201587275892518	2.0744861138096575	1.9900485261285497	1.9172638074279944	0.5356120371113503	0.33904610845702354	0.18816036018696972	0.3970348967263648	0.5425897742891782	0.6951424021909837	0.15802911295620317	0.15383116943376215	0.10353078363759136	0.21364914213937022	0.08486527337992195	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	0.5260211689378873	
43200000	-43162.57299401066	-42974.15909430078	-188.41389970987734	-42832.3292618556	0.5729469227064878	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	2.719336400960446	1.1571984620447744	0.22122960934146632	0.4922708386966898	0.6844768095584709	0.8415930584762763	0.33988129056193905	0.3369292186366161	1.968947818951815	0.6490239921156802	0.20827327520275601	0.22205528981820055	1.394567965280238	0.20669507876970816	0.7008576872927503	3.9831425485251146	2.719336400960446	1.1571984620447744	0.22122960934146632	0.0	0.6844768095584709	0.0	0.33988129056193905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7008576872927503	5.115746892932711E-4	0.30078712133598223	0.1781779162799954	0.1962456201759775	0.3247893422080463	0.04989347951161426	0.29089949524979963	0.01913714882298284	0.0207300489739421	0.252441935101896	0.19085048517843942	-165.4725242730074	2.494486974523944	5.07218060724362	2.2332482509433285	12.043291105360781	12.65998154822607	5.539954983803855	7.66620832258805	4.9054617018516495	3.0078440998467726	7.728791572204601	6.769880151547883	4.845200272980461	2.600677005996052	4.370355605385839	3.7523764551903906	2.3255047454950555	1.186347769742018	0.7019467848601372	0.4939012848802583	0.2497113212155812	0.8156824196851772	0.362790306120282	0.579248361722935	0.23247268349083666	0.2512657160583011	0.20870755135969124	0.15045201479192616	0.23307767939103124	0.07662310787218922	0.03494123794952622	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	2.8127130698477374	
44100000	-43148.54735612512	-42973.10218367594	-175.44517244918316	-42834.31168479507	0.5605944352771681	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	2.1038315273580146	0.2868780306748534	0.40202082913111986	1.2188865656836128	0.6523703378219694	0.1846179330962115	0.9496726345782476	0.5072263630569621	0.771869405893086	1.20421550477983	0.9219745849906567	0.595315020028634	0.0010606530375711458	1.2327085651522558	0.6115593771454779	3.751982617880299	2.1038315273580146	0.2868780306748534	0.0	0.0	0.0	0.0	0.9496726345782476	0.5072263630569621	0.771869405893086	1.20421550477983	0.0	0.0	0.0	0.0	0.6115593771454779	5.805508411696717E-4	0.296270094243275	0.18316758647101017	0.19482457786341337	0.32573774142230266	0.059320879399867216	0.2938037623951976	0.013689324602886833	0.006673373682477506	0.18753244115018544	0.23527113306304917	-155.86373641063898	1.5425769024179352	2.906257815295404	5.010405686748003	5.024053657837999	4.497577775234868	7.379056695404698	5.673513114809815	4.128325421980036	5.0725399261476305	8.866940637961477	2.9037071253187863	4.0564797611926275	3.978221611459971	6.462984440611481	1.4526733963187446	1.2783488187446987	1.8514250108862895	1.1106791371696347	0.38708784138107283	0.25972346468014945	0.2976940697395516	0.1915156648022462	0.08150174304434155	0.1533478019968978	0.26707151104367877	0.10754899465702888	0.10956937233976137	0.1097888993734882	0.09242465033528888	0.03131371564844472	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	0.800969568024096	
45000000	-43162.14536424925	-42983.0428345989	-179.10252965035323	-42838.94039737004	0.6267043177250233	1	1	0	1	1	0	1	0	0	1	0	0	0	0	1	1.862183358986911	0.5210585199552283	0.6813004282787565	0.7214806451703918	0.033253036535758715	0.08679328150762042	0.5349531983751155	1.0666392747580997	0.29345931235444633	0.2945965104224315	0.4248961588730095	0.2949958495549573	0.1121456031904357	0.1851555086404543	1.664547450365226	3.5930876778617393	1.862183358986911	0.5210585199552283	0.0	0.7214806451703918	0.033253036535758715	0.0	0.5349531983751155	0.0	0.0	0.2945965104224315	0.0	0.0	0.0	0.0	1.664547450365226	4.308223809131926E-4	0.29601695557352775	0.18625835551305106	0.19409206164684226	0.32363262726658015	0.06335175486807679	0.22140875283340258	0.011391561747458985	0.032235872419317024	0.2496934362549527	0.1718750423257672	-160.4887138957558	2.247763451315201	5.826080055480054	5.132746329553083	16.163966196627175	9.900175016284324	4.850236655202957	9.778188531947599	12.038592887901105	11.283395681466594	13.228866117274924	17.92089575993996	4.921057304415244	4.472205871073867	3.9771309936870174	2.0014136515582686	0.9521606661123868	1.3111405505597178	0.28348562487687856	0.20787897856126628	0.32210270459667845	0.13123031957691111	0.08491196582911832	0.32955379458752454	0.08748531721930018	0.15519861167015875	0.12458091940711596	0.31567001217739993	0.199474059476077	0.12716620248034866	0.04563334584917682	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	1.2106449198394345	
45900000	-43197.767193399784	-42982.809869521705	-214.95732387807664	-42840.07397778999	0.6071932052669784	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1	3.837170646795438	1.02695230589792	0.8030643294992943	0.04249438708802382	0.5357784753531349	0.35226148446304106	0.9099723852693445	0.4287956127930098	1.6456264811598629	0.8116777634461918	0.9601588404779842	1.0666630747869488	0.9870652097764223	2.181296020912111	1.2472477564702442	3.6552306707371263	3.837170646795438	0.0	0.0	0.0	0.5357784753531349	0.35226148446304106	0.9099723852693445	0.4287956127930098	0.0	0.8116777634461918	0.0	1.0666630747869488	0.0	0.0	1.2472477564702442	4.7433985133547103E-4	0.3016129212138442	0.18084221042660456	0.194492605070432	0.3230522632891205	0.0581139495725314	0.25908218391203086	0.009210878569038268	0.04171321447232162	0.2645395786429126	0.3763970482929669	-184.58680027396397	1.6325054055194883	3.860302902675863	6.151671585799978	17.184491136236044	13.707352471526242	11.717097426926918	3.260083188318159	4.046172444658633	4.889091653819284	5.835756347253881	3.278050413442837	3.5753150506753655	4.878966795266309	3.7921766496728377	5.083175332847877	1.3933591745958804	1.295248390743316	1.1452160762224437	0.6409471058802555	0.9123008608803944	0.4261740253034456	0.3539075177630639	1.189770135949587	0.729203613470285	0.24788022807851587	0.12256366393034823	0.10767650403743166	0.1856826654042141	0.06694055006939259	0.05718704637246375	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	2.8811442775066802	
46800000	-43253.82545344025	-43005.888894436015	-247.9365590042361	-42853.79713587927	0.6554217890740579	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1.4735688619739016	0.0585617625103912	2.0640149234359524	0.2505298691828782	0.44155461703419224	0.09028491343202061	0.5857448784048507	0.18973832889030912	3.2398266093513595	0.20163026520092475	0.17313102695915342	1.2378176549987694	1.19538929217196	0.9983327262226048	0.800022170950918	3.9443579075501396	1.4735688619739016	0.0585617625103912	0.0	0.0	0.44155461703419224	0.0	0.5857448784048507	0.0	0.0	0.20163026520092475	0.17313102695915342	0.0	0.0	0.0	0.800022170950918	3.4567260149369556E-4	0.2977232851320125	0.18021824776669734	0.19456126704948243	0.32749720005180877	0.08197355468968966	0.1843453388483721	0.006636258887989885	0.019525051727762126	0.2581318039786745	0.09973957717847177	-222.892607042434	4.699994465336242	7.525795912739208	9.851789012556148	10.487200573351966	6.205685391218883	16.62152655016034	14.867195845287661	15.597481163998623	9.777697072551062	9.129686582902695	7.532320407395769	26.438578826518132	11.600450192288912	6.249222723440394	8.841089678459438	9.863713065998356	1.683417073323439	1.6386502102376848	1.2524669970940927	2.746024263165134	1.2471855255501294	1.4080862004069274	0.18811123503665242	0.11938579093421475	0.1854661226562532	0.21077342160805185	0.24782304363618035	0.07954686721749972	0.06397779697697259	0.06260935269725124	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4.487995506335624	
47700000	-43182.93460777543	-42978.830888630575	-204.10371914485916	-42835.08775072537	0.5687086721782956	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1.639082498174113	1.0544666488219585	0.9725372883368796	0.1442951557939795	1.5119454420665233	0.2505524165178018	0.7947383967550953	0.552458644337411	0.4756217435978752	0.9757506994234428	0.147068542090241	2.912867500108109	1.7141157000683516	1.8051436681188577	0.9790579934244547	2.2959665879348363	1.639082498174113	1.0544666488219585	0.0	0.0	0.0	0.2505524165178018	0.7947383967550953	0.0	0.4756217435978752	0.9757506994234428	0.0	0.0	0.0	0.0	0.9790579934244547	4.317800106922941E-4	0.2978485114400269	0.18146793034738967	0.1996877886756386	0.32099576953694575	0.05230814505634252	0.19091090618143675	0.012971101872391247	0.007564051758663093	0.2842699342220847	1.2281843088291107	-177.69693440781558	5.229628477985706	1.8327789333076212	5.789183956861981	9.839011827138751	19.083965376533218	13.083519089301898	23.33050295182268	17.015310230409444	18.978235941672636	7.623459457211758	9.391725342088224	4.083045228178183	2.4274710286266568	2.6194182457389976	1.7340401795174323	1.1485791800175849	0.6743975281944264	2.7396507398555148	0.7489399594485934	0.9600045886229578	0.383840674117774	0.41503310636097485	0.5250020056649947	0.14355451660152532	0.07502488264872718	0.043116656482445954	0.12672731701536402	0.1353786786636388	0.07535347633032227	0.043306671427146594	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	2.4987215039557213	
48600000	-43199.557946801855	-42983.354752068306	-216.2031947335511	-42843.23508840945	0.6812735929046394	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0.681803435615114	0.598512102157722	1.290259497809541	0.13797558570530769	0.4098142670596821	1.1964098484186942	0.6303547928921823	0.03296314299492834	0.2575416654073797	1.6062220273909735	1.9341747616462561	0.3926762572498842	0.36644961125075115	0.875720428442031	2.000351346247503	5.538645719910251	0.681803435615114	0.0	0.0	0.13797558570530769	0.0	0.0	0.6303547928921823	0.03296314299492834	0.0	1.6062220273909735	0.0	0.0	0.0	0.0	2.000351346247503	4.4679648418311717E-4	0.2982423375437655	0.17975758886158288	0.20100540693124985	0.3209946666634027	0.06643824061801133	0.2151628440351173	0.02124478962752785	0.05089663915583853	0.2730571780152561	0.8642891224561476	-188.94834706679737	7.675988366016806	5.762480632062575	10.874304689586092	9.356111936348162	5.657148291268892	16.517966078757294	4.893959769438921	7.504764319748669	10.340157841144707	7.331155996743381	7.240591381849825	12.048609088470505	4.729933316637331	4.137190408910889	3.410613403036257	0.7838613713289593	0.9781212584143835	0.4630098884990376	0.949758502583392	1.9931691977426758	0.5472369390842614	0.3936747194094645	0.27203917531858096	0.09897001370204386	0.13874500373401882	0.13651986169766345	0.14104830546219596	0.20119823422487754	0.1750357214564448	0.16760066904770352	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	5.675469721005584	
49500000	-43139.64355546495	-42974.46526942414	-165.1782860408163	-42827.152826002835	0.5885835561752893	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	2.189894833820362	0.5028415673135929	3.10572480883658	0.7173320607168977	0.3304632697728693	0.26585448993656796	0.8133999755952499	0.5305094213499794	0.0018831413019012907	1.8282396249018382	0.4834457921808902	0.6249440013806131	1.137229820983291	0.2089707154060735	3.2292971998817466	6.482098739871318	2.189894833820362	0.0	0.0	0.0	0.0	0.0	0.8133999755952499	0.5305094213499794	0.0	1.8282396249018382	0.0	0.6249440013806131	0.0	0.0	3.2292971998817466	4.934578580963544E-4	0.30043603822566656	0.1777811818394223	0.19717938625566594	0.32460339367924607	0.051839164435842876	0.24749480584009137	0.02821227345592432	0.020432523213308275	0.21417714568447907	0.1878524635248549	-139.47668536162612	3.2672552035908318	3.088400035718957	3.847651091931135	10.847960805399103	12.412945020886362	14.31233156432295	13.939379681141132	11.025444782569187	6.937922758610069	5.592910542717861	9.749117730786365	6.357111234315442	6.340871515539306	4.478287386477781	1.7594038432465005	2.990545990526686	0.5244346861390422	1.096320246919802	0.23130429026979593	0.14641192743261788	0.039508505849622094	0.08764361126771739	0.05892412800321006	0.12544755126447787	0.04791803805705431	0.13960965273189926	0.10408486218384556	0.10681886592282042	0.051147979649370734	0.04946886332448744	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	1.3213199353402432	
50400000	-43198.23276411346	-42983.62126088293	-214.61150323053346	-42844.01946374944	0.5576559787076054	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1.9273769902240805	0.39457088249741484	0.4275295861248777	1.03675580305128	0.8317625924874981	0.8831911463266034	0.5588127401774204	2.306840332783925	0.4040629877521843	0.1732277516002524	0.2663995754312323	1.0835617187455195	0.4680599975378303	1.2339768480096116	1.7857562255030266	3.6482221143026137	1.9273769902240805	0.39457088249741484	0.0	0.0	0.8317625924874981	0.0	0.5588127401774204	0.0	0.0	0.1732277516002524	0.0	0.0	0.0	0.0	1.7857562255030266	4.4419613573431653E-4	0.29722800835042074	0.18541411205865754	0.19364436626437698	0.3237135133265457	0.02480630431939745	0.23978252658769655	0.02298578396943087	0.03976725599264749	0.25006825800149196	3.75689339800523	-188.30983973051053	3.477733889641642	2.126809765499458	8.210905690497023	19.10293995263668	15.845365932187484	7.511880701951894	6.114728240157944	6.056218731004146	3.1534712511327854	3.1754915715251424	3.582076015688236	11.894391871758229	8.86250614010559	5.160239033986796	3.724857070755912	3.8080892806704507	1.5449189402690218	1.008854309022548	0.5595503042981046	1.1618706944257093	0.5027496563980746	0.12372735580971671	0.5900925366028306	0.7677509306450538	0.3366047481817901	0.10751807557148914	0.16220328027556954	0.07913043316048254	0.02786065965875188	0.048806932888671224	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	1.2766512760837172	
51300000	-43209.712859130486	-42973.11562539695	-236.5972337335308	-42829.96406192263	0.6640952320676237	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0.5278899597258992	1.1012836690937535	0.43357114733823704	0.38155686979509673	0.4692878003437468	0.21186974458627963	0.3328601044807465	0.5411140035505757	0.27563685945420535	0.2706759209882746	1.3988913006111134	2.666864910843906	0.3225179140224703	1.801608873521116	0.3277841429179503	3.4860057337073314	0.5278899597258992	0.0	0.0	0.0	0.4692878003437468	0.21186974458627963	0.3328601044807465	0.0	0.0	0.2706759209882746	0.0	0.0	0.0	0.0	0.3277841429179503	3.786890652685871E-4	0.2993573583615677	0.18381332293563252	0.1902156619530589	0.32661365674974174	0.05819360940590502	0.20956235213740107	0.018221987325318958	0.031387688017632365	0.1927717605133763	0.5492527183880159	-213.73931085599742	2.903281645829082	7.127008116310721	7.26378149715869	11.558863391231773	19.03441392461528	13.863336682132081	7.516941057337753	4.654081590074486	9.6915749820474	10.064643312187904	4.95848568176609	3.5252482039122484	3.1965048219188286	1.8253359796927269	2.046031084779402	9.454173473502017	4.866017513512315	1.3826104272038338	0.9540110087039361	0.7486716399602115	0.6664795094441546	0.5431634939669618	1.3503317214838948	0.5105260771835802	0.28130870260953317	0.15900259377213133	0.15614138821080153	0.1416089400623406	0.09130086552001716	0.05583414818124033	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3.862441573626914	
52200000	-43186.49442234381	-42966.50345182944	-219.9909705143628	-42840.88977194054	0.5968145776651306	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1.8465316667457976	0.2675365566717138	0.7738343079330847	0.6815327102928608	0.42683340842743467	1.8766259853547116	0.15181689655366393	0.10611680355632061	2.5548502727344604	0.40544999949828625	0.09977567922409813	0.6428833772914508	0.8448159824683629	0.24148836004455143	2.6401010513005025	3.1399440714019273	1.8465316667457976	0.2675365566717138	0.0	0.0	0.42683340842743467	0.0	0.15181689655366393	0.0	0.0	0.40544999949828625	0.0	0.0	0.0	0.0	2.6401010513005025	4.160541564563554E-4	0.2998646529620916	0.1809455706695115	0.19910590139363366	0.32008387497476426	0.04194078575659002	0.22118684308114617	0.015858141657612547	0.016697620148987815	0.2021450046518802	0.09808333733081465	-197.53114915862272	3.2383541494589463	7.032219003204163	6.386333194017343	17.701286161739716	23.64989516385457	20.611941976839628	3.6272178597041713	4.646219313194548	5.474190974119358	3.1924069648848037	2.0089197190852324	4.2255896746731585	3.874926877316422	2.582290960046052	7.405043989861791	2.3175876053512687	1.4688525578536324	1.9483644236331081	1.2616476350708146	0.5808439284499728	1.2268340178824693	0.37948475351296734	0.8202590954893401	0.21443003036114583	0.1847436705422137	0.30945784167441853	0.14762467696131798	0.20890662598871002	0.09247474419595964	0.0630042274780833	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	2.2538852295175325	
53100000	-43225.67442181383	-43004.17139125713	-221.50303055669647	-42855.70204422847	0.6424856970544595	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	2.6678121050815453	0.753125529515209	0.15862707746454457	0.051479054640346814	0.6393820096728262	1.8258638037290218	2.138343541604125	0.059640554980961255	0.021331055394994736	2.0941243423037634	0.3850306680704524	1.0161982948585642	0.9822571335998282	1.0045807129398843	2.9898976563447652	4.877314195187568	2.6678121050815453	0.753125529515209	0.15862707746454457	0.051479054640346814	0.6393820096728262	0.0	2.138343541604125	0.0	0.021331055394994736	2.0941243423037634	0.3850306680704524	0.0	0.0	0.0	2.9898976563447652	5.552512680066524E-4	0.2995379464101261	0.18421323390659228	0.19333483970781393	0.3229139799754687	0.04197092783092212	0.21274126742278146	0.025645270944583656	0.05847269318236727	0.17977898317087504	0.38105534071227476	-186.9683650289568	3.4413861784666073	4.003401619339303	3.3846506272103376	6.523268126174845	8.252190042145813	9.979385482554688	4.9327165969226625	5.092753737771768	3.334471837418612	1.9719073342258757	13.592711294215166	7.331791703916424	2.6338881192313797	3.6296542068251783	2.52522574358896	2.8536355272196143	1.2665234805562913	0.40713905808625855	1.8504671734534412	1.3161660781983726	0.7440370501773979	1.6453594629918527	0.6618065548324035	0.34048617258590863	0.15995063057839223	0.1026714482977915	0.09307978627075139	0.13607360180114442	0.16201839463204296	0.05564970948039926	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	2.6272288008622966	
54000000	-43208.52822985528	-42979.31742431967	-229.21080553560535	-42834.55004819001	0.6006000606468053	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1.6135090502235085	0.4915919641446215	0.15305313013161465	1.5106472563915394	0.49418315904775634	1.6797514884637499	0.3022171336519577	0.13333072619985006	1.0161962255823602	1.1099942933575964	0.8419065717778873	0.6331024061672612	0.253761352364056	0.05799786415503912	0.7206889625994305	2.1462618060949814	1.6135090502235085	0.4915919641446215	0.0	1.5106472563915394	0.49418315904775634	0.0	0.3022171336519577	0.0	0.0	1.1099942933575964	0.0	0.0	0.0	0.05799786415503912	0.7206889625994305	4.238501856007927E-4	0.2951096576601555	0.18065318366263025	0.19686040550291978	0.3273767531742954	0.04635651886733458	0.3027320315566487	0.02063673102903526	0.03504062630533724	0.24815596067797785	0.0013163797856743447	-204.69667159090196	2.1502200337071598	26.22883644717219	11.97482142031641	17.385794764935472	3.966622348790114	4.3689347458879775	11.212272764405517	16.131817147146432	15.966892502480485	22.736808707700497	4.902691893747243	3.6732490284352024	1.5004338816970728	1.3551765175729018	3.2683968566863584	2.548719184381515	2.4817685406525234	1.520226280643545	0.7067459849472413	1.031525342459518	0.40296566887125845	0.2984384348568665	0.26474676781342454	0.3902854420349177	0.5590963965734347	0.4899510632326329	0.36197063867360496	0.3588406905671541	0.24696996761567916	0.11728606788518277	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3.357771095617868	
54900000	-43182.2876333782	-42965.55268181713	-216.73495156107242	-42835.46737436956	0.584045587914506	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	2.885837454889274	1.5964568789180094	0.9578762629891349	0.622418946606679	1.6241994794150991	0.4072807945968255	0.15554985829096007	0.7529828934982716	1.6014982019529174	2.0776520399968432	1.1023440940428588	0.10122857224657589	0.590541338001233	1.4044632451431933	2.4105835210580455	2.4479795301185914	2.885837454889274	1.5964568789180094	0.0	0.622418946606679	1.6241994794150991	0.0	0.15554985829096007	0.0	0.0	2.0776520399968432	0.0	0.0	0.0	0.0	0.0	4.465673193477534E-4	0.29865508509581085	0.18203129483335115	0.19429472109319176	0.3250188989776472	0.05274780628418808	0.24770744948488385	0.01883813285947364	0.04084275480493276	0.1713442781443186	0.6767734018382267	-188.04394950441363	3.3419829115876447	5.645129618116391	6.658237822371026	24.444517511664454	7.193531511516735	5.594219068980767	14.169076707340793	6.094513507403014	4.672869223699506	4.912409671535043	34.17815381566108	8.608566574143449	4.69397643713399	2.2177525031321976	1.53825434612424	1.1098857077132323	0.9857633379453224	1.077667068234986	1.3668547008848153	0.9189809916044747	0.9480556759663842	0.5017599207558626	0.35410485771042327	0.5967101755552331	0.32278688598049415	0.23713330468740812	0.1283639691477022	0.039402885818346924	0.06912858910928331	0.01903437530992197	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	2.2416747431331556	
